time,current_response_time_percentile_50,current_response_time_percentile_95,current_response_time_average,current_max_response_time,current_min_response_time,current_fail_per_sec,fail_ratio,total_rps,user_count,avg_response_time,current_rps,max_response_time,median_response_time,min_response_time,num_failures,num_requests,custom_cpu_loadgenerator,custom_cpu_redis-cart,custom_cpu_frontend,custom_cpu_checkoutservice,custom_cpu_paymentservice,custom_cpu_currencyservice,custom_cpu_productcatalogservice,custom_cpu_recommendationservice,custom_cpu_shippingservice,custom_cpu_emailservice,custom_cpu_cartservice,custom_cpu_adservice,custom_cpu_coredns,custom_cpu_metrics-server,custom_cpu_local-path-provisioner,custom_cpu_prometheus-grafana,custom_cpu_prometheus-kube-prometheus-operator,custom_cpu_prometheus-kube-state-metrics,custom_monitored_count_coredns,custom_monitored_count_metrics-server,custom_monitored_count_local-path-provisioner,custom_monitored_count_emailservice,custom_monitored_count_paymentservice,custom_monitored_count_loadgenerator,custom_monitored_count_redis-cart,custom_monitored_count_shippingservice,custom_monitored_count_checkoutservice,custom_monitored_count_prometheus-grafana,custom_monitored_count_adservice,custom_monitored_count_prometheus-kube-prometheus-operator,custom_monitored_count_prometheus-kube-state-metrics,custom_monitored_count_cartservice,custom_monitored_count_recommendationservice,custom_monitored_count_frontend,custom_monitored_count_currencyservice,custom_monitored_count_productcatalogservice,custom_kubernetes_coredns_ordered,custom_kubernetes_coredns_ready,custom_kubernetes_metrics-server_ordered,custom_kubernetes_metrics-server_ready,custom_kubernetes_local-path-provisioner_ordered,custom_kubernetes_local-path-provisioner_ready,custom_kubernetes_emailservice_ordered,custom_kubernetes_emailservice_ready,custom_kubernetes_paymentservice_ordered,custom_kubernetes_paymentservice_ready,custom_kubernetes_loadgenerator_ordered,custom_kubernetes_loadgenerator_ready,custom_kubernetes_redis-cart_ordered,custom_kubernetes_redis-cart_ready,custom_kubernetes_shippingservice_ordered,custom_kubernetes_shippingservice_ready,custom_kubernetes_checkoutservice_ordered,custom_kubernetes_checkoutservice_ready,custom_kubernetes_prometheus-grafana_ordered,custom_kubernetes_prometheus-grafana_ready,custom_kubernetes_adservice_ordered,custom_kubernetes_adservice_ready,custom_kubernetes_prometheus-kube-prometheus-operator_ordered,custom_kubernetes_prometheus-kube-prometheus-operator_ready,custom_kubernetes_prometheus-kube-state-metrics_ordered,custom_kubernetes_prometheus-kube-state-metrics_ready,custom_kubernetes_cartservice_ordered,custom_kubernetes_cartservice_ready,custom_kubernetes_recommendationservice_ordered,custom_kubernetes_recommendationservice_ready,custom_kubernetes_frontend_ordered,custom_kubernetes_frontend_ready,custom_kubernetes_productcatalogservice_ordered,custom_kubernetes_productcatalogservice_ready,custom_kubernetes_currencyservice_ordered,custom_kubernetes_currencyservice_ready,elapsed,elapsed_min
1702803241.0152824,40.0,120.0,52,190,20,0.0,0.0,9.6,50,337.4591055725604,9.6,2608.0,82.0,18.0,0,592,"[152.01000237643598, 1702803240.635]","[14.841992615687648, 1702803240.635]","[209.37725964919375, 1702803240.635]","[29.20860491274783, 1702803240.635]","[16.261010614077676, 1702803240.635]","[143.09994219461896, 1702803240.635]","[109.54124528803546, 1702803240.635]","[92.34231385843857, 1702803240.635]","[31.93018349330122, 1702803240.635]","[26.79041602492124, 1702803240.635]","[130.18725655058438, 1702803240.635]","[37.72554201464428, 1702803240.635]",,,,,,,,,,1,1,1,1,1,1,,1,,,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,3,3,40.512797832489014,0.6752132972081503
1702803243.128353,39.0,120.0,51,190,20,0.0,0.0,8.7,50,331.0521481040584,8.7,2608.0,79.0,18.0,0,605,"[120.30145168093134, 1702803242.685]","[12.56533228343347, 1702803242.685]","[199.68278205590337, 1702803242.685]","[18.941446942932668, 1702803242.685]","[16.261010614077676, 1702803242.685]","[247.96756194327338, 1702803242.685]","[112.41707235423772, 1702803242.685]","[102.22714581545347, 1702803242.685]","[21.54467560353261, 1702803242.685]","[29.83174054935883, 1702803242.685]","[109.44229228524163, 1702803242.685]","[31.901639110923877, 1702803242.685]",,,,,,,,,,1,1,1,1,1,1,,1,,,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,3,3,42.62586855888367,0.7104311426480611
1702803245.6514874,39.0,120.0,51,190,20,0.0,0.0,8.7,50,331.0521481040584,8.7,2608.0,79.0,18.0,0,605,"[120.30145168093134, 1702803244.844]","[12.56533228343347, 1702803244.844]","[199.68278205590337, 1702803244.844]","[18.941446942932668, 1702803244.844]","[16.261010614077676, 1702803244.844]","[247.96756194327338, 1702803244.844]","[112.41707235423772, 1702803244.844]","[102.22714581545347, 1702803244.844]","[21.54467560353261, 1702803244.844]","[29.83174054935883, 1702803244.844]","[109.44229228524163, 1702803244.844]","[31.901639110923877, 1702803244.844]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,4,1,3,2,5,3,45.14900279045105,0.7524833798408508
1702803247.3389099,50.0,150.0,62,230,21,0.0,0.0,9.6,50,316.8618581010695,9.6,2608.0,77.0,18.0,0,642,"[120.30145168093134, 1702803246.75]","[12.56533228343347, 1702803246.75]","[199.68278205590337, 1702803246.75]","[18.941446942932668, 1702803246.75]","[16.261010614077676, 1702803246.75]","[247.96756194327338, 1702803246.75]","[112.41707235423772, 1702803246.75]","[102.22714581545347, 1702803246.75]","[21.54467560353261, 1702803246.75]","[29.83174054935883, 1702803246.75]","[109.44229228524163, 1702803246.75]","[31.901639110923877, 1702803246.75]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,4,1,3,2,5,3,46.83642530441284,0.7806070884068806
1702803249.9532025,50.0,150.0,62,230,21,0.0,0.0,9.6,50,316.8618581010695,9.6,2608.0,77.0,18.0,0,642,"[120.30145168093134, 1702803248.861]","[12.56533228343347, 1702803248.861]","[199.68278205590337, 1702803248.861]","[18.941446942932668, 1702803248.861]","[16.261010614077676, 1702803248.861]","[247.96756194327338, 1702803248.861]","[112.41707235423772, 1702803248.861]","[102.22714581545347, 1702803248.861]","[21.54467560353261, 1702803248.861]","[29.83174054935883, 1702803248.861]","[109.44229228524163, 1702803248.861]","[31.901639110923877, 1702803248.861]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,4,1,3,2,5,3,49.45071792602539,0.8241786321004232
1702803251.1689281,71.0,180.0,88,260,21,0.0,0.0,9.4,50,302.9931128760107,9.4,2608.0,79.0,18.0,0,687,"[120.30145168093134, 1702803250.623]","[12.56533228343347, 1702803250.623]","[199.68278205590337, 1702803250.623]","[18.941446942932668, 1702803250.623]","[16.261010614077676, 1702803250.623]","[247.96756194327338, 1702803250.623]","[112.41707235423772, 1702803250.623]","[102.22714581545347, 1702803250.623]","[21.54467560353261, 1702803250.623]","[29.83174054935883, 1702803250.623]","[109.44229228524163, 1702803250.623]","[31.901639110923877, 1702803250.623]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,4,1,3,2,5,3,50.66644358634949,0.8444407264391581
1702803253.122066,71.0,180.0,88,260,21,0.0,0.0,9.4,50,302.9931128760107,9.4,2608.0,79.0,18.0,0,687,"[120.30145168093134, 1702803252.619]","[12.56533228343347, 1702803252.619]","[196.72716197927755, 1702803252.619]","[15.06178014316574, 1702803252.619]","[9.901327750437167, 1702803252.619]","[202.07080568461384, 1702803252.619]","[97.97186236223048, 1702803252.619]","[75.69791638318296, 1702803252.619]","[23.56163803915612, 1702803252.619]","[29.83174054935883, 1702803252.619]","[88.11084517920322, 1702803252.619]","[28.629326817304914, 1702803252.619]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,4,1,3,2,5,3,52.61958146095276,0.8769930243492127
1702803255.0028129,72.0,170.0,88,260,24,0.0,0.0,10.2,50,288.2125828267178,10.2,2608.0,76.0,18.0,0,734,"[120.30145168093134, 1702803254.649]","[12.56533228343347, 1702803254.649]","[196.72716197927755, 1702803254.649]","[15.06178014316574, 1702803254.649]","[9.901327750437167, 1702803254.649]","[202.07080568461384, 1702803254.649]","[97.97186236223048, 1702803254.649]","[75.69791638318296, 1702803254.649]","[23.56163803915612, 1702803254.649]","[29.83174054935883, 1702803254.649]","[88.11084517920322, 1702803254.649]","[28.629326817304914, 1702803254.649]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,4,3,3,2,5,3,54.50032830238342,0.9083388050397238
1702803257.3435774,72.0,170.0,88,260,24,0.0,0.0,10.2,50,288.2125828267178,10.2,2608.0,76.0,18.0,0,734,"[120.30145168093134, 1702803256.678]","[11.8707358363344, 1702803256.678]","[210.72859748360509, 1702803256.678]","[15.06178014316574, 1702803256.678]","[9.901327750437167, 1702803256.678]","[151.17601314336997, 1702803256.678]","[102.08519705346242, 1702803256.678]","[75.69791638318296, 1702803256.678]","[23.56163803915612, 1702803256.678]","[25.98480941162033, 1702803256.678]","[88.11084517920322, 1702803256.678]","[28.629326817304914, 1702803256.678]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,4,3,3,3,5,4,56.84109282493591,0.9473515470822652
1702803259.8966465,82.0,210.0,95,330,22,0.0,0.0,11.3,50,277.31575645583496,11.3,2608.0,79.0,18.0,0,785,"[120.30145168093134, 1702803258.698]","[11.8707358363344, 1702803258.698]","[210.72859748360509, 1702803258.698]","[15.06178014316574, 1702803258.698]","[9.901327750437167, 1702803258.698]","[151.17601314336997, 1702803258.698]","[102.08519705346242, 1702803258.698]","[75.69791638318296, 1702803258.698]","[23.56163803915612, 1702803258.698]","[25.98480941162033, 1702803258.698]","[88.11084517920322, 1702803258.698]","[28.629326817304914, 1702803258.698]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,4,3,3,3,5,4,59.39416193962097,0.9899026989936829
1702803262.2892952,87.0,210.0,99,330,22,0.0,0.0,12.0,50,272.56081329351434,12.0,2608.0,81.0,18.0,0,807,"[120.30145168093134, 1702803260.723]","[11.8707358363344, 1702803260.723]","[210.72859748360509, 1702803260.723]","[15.06178014316574, 1702803260.723]","[9.901327750437167, 1702803260.723]","[151.17601314336997, 1702803260.723]","[102.08519705346242, 1702803260.723]","[75.69791638318296, 1702803260.723]","[23.56163803915612, 1702803260.723]","[25.98480941162033, 1702803260.723]","[88.11084517920322, 1702803260.723]","[28.629326817304914, 1702803260.723]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,4,3,3,3,5,5,61.786810636520386,1.0297801772753397
1702803263.2843266,87.0,210.0,99,330,22,0.0,0.0,12.0,50,272.56081329351434,12.0,2608.0,81.0,18.0,0,807,"[145.88414915133058, 1702803262.704]","[11.507779410357802, 1702803262.704]","[228.35240807759757, 1702803262.704]","[18.116856230176612, 1702803262.704]","[17.097376621419084, 1702803262.704]","[154.41765190659393, 1702803262.704]","[103.07400377328379, 1702803262.704]","[186.14404326716473, 1702803262.704]","[23.916710988191614, 1702803262.704]","[20.991107425400724, 1702803262.704]","[107.06594723199726, 1702803262.704]","[30.185289409791483, 1702803262.704]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,4,3,3,3,5,5,62.78184199333191,1.0463640332221984
1702803265.2639618,360.0,1700.0,557,1800,22,0.0,0.0,11.7,100,349.7758490864912,11.7,2608.0,98.0,18.0,0,958,"[145.88414915133058, 1702803264.657]","[11.507779410357802, 1702803264.657]","[228.35240807759757, 1702803264.657]","[18.116856230176612, 1702803264.657]","[17.097376621419084, 1702803264.657]","[154.41765190659393, 1702803264.657]","[103.07400377328379, 1702803264.657]","[186.14404326716473, 1702803264.657]","[23.916710988191614, 1702803264.657]","[20.991107425400724, 1702803264.657]","[107.06594723199726, 1702803264.657]","[30.185289409791483, 1702803264.657]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,4,3,3,5,5,64.76147723197937,1.079357953866323
1702803267.0386372,360.0,1700.0,557,1800,22,0.0,0.0,11.7,100,349.7758490864912,11.7,2608.0,98.0,18.0,0,958,"[145.88414915133058, 1702803266.623]","[11.507779410357802, 1702803266.623]","[228.35240807759757, 1702803266.623]","[18.116856230176612, 1702803266.623]","[17.097376621419084, 1702803266.623]","[154.41765190659393, 1702803266.623]","[103.07400377328379, 1702803266.623]","[186.14404326716473, 1702803266.623]","[23.916710988191614, 1702803266.623]","[20.991107425400724, 1702803266.623]","[107.06594723199726, 1702803266.623]","[30.185289409791483, 1702803266.623]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,4,3,3,5,5,66.53615260124207,1.1089358766873678
1702803269.3323228,220.0,1700.0,498,1800,20,0.0,0.0,23.4,100,330.12631355687523,23.4,2608.0,95.0,18.0,0,1036,"[145.88414915133058, 1702803268.796]","[11.507779410357802, 1702803268.796]","[228.5611981912113, 1702803268.796]","[18.116856230176612, 1702803268.796]","[17.097376621419084, 1702803268.796]","[154.54898529133982, 1702803268.796]","[103.07400377328379, 1702803268.796]","[186.14404326716473, 1702803268.796]","[23.916710988191614, 1702803268.796]","[20.991107425400724, 1702803268.796]","[107.06594723199726, 1702803268.796]","[30.185289409791483, 1702803268.796]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,4,3,3,5,5,68.82983827590942,1.1471639712651571
1702803271.0473285,220.0,1700.0,498,1800,20,0.0,0.0,23.4,100,330.12631355687523,23.4,2608.0,95.0,18.0,0,1036,"[145.88414915133058, 1702803270.697]","[11.507779410357802, 1702803270.697]","[228.5611981912113, 1702803270.697]","[18.116856230176612, 1702803270.697]","[17.097376621419084, 1702803270.697]","[154.54898529133982, 1702803270.697]","[103.07400377328379, 1702803270.697]","[186.14404326716473, 1702803270.697]","[23.916710988191614, 1702803270.697]","[20.991107425400724, 1702803270.697]","[107.06594723199726, 1702803270.697]","[30.185289409791483, 1702803270.697]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,4,3,3,5,5,70.54484391212463,1.1757473985354105
1702803272.9180467,110.0,1700.0,306,1800,20,0.0,0.0,27.3,100,309.9198128833508,27.3,2608.0,93.0,18.0,0,1132,"[273.3238716715427, 1702803272.62]","[11.507779410357802, 1702803272.62]","[267.75625287752047, 1702803272.62]","[22.366783454269587, 1702803272.62]","[15.482168126807075, 1702803272.62]","[309.0100525416314, 1702803272.62]","[151.8676603754343, 1702803272.62]","[175.79111159091534, 1702803272.62]","[23.916710988191614, 1702803272.62]","[25.523841880620573, 1702803272.62]","[274.01999988438524, 1702803272.62]","[45.59237108630939, 1702803272.62]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,4,3,3,5,5,72.41556215286255,1.2069260358810425
1702803275.5656586,76.0,200.0,89,430,20,0.0,0.0,30.0,100,300.86299888126183,30.0,2608.0,92.0,18.0,0,1180,"[273.3238716715427, 1702803274.713]","[11.507779410357802, 1702803274.713]","[267.75625287752047, 1702803274.713]","[22.366783454269587, 1702803274.713]","[15.482168126807075, 1702803274.713]","[309.0100525416314, 1702803274.713]","[151.8676603754343, 1702803274.713]","[175.79111159091534, 1702803274.713]","[23.916710988191614, 1702803274.713]","[25.523841880620573, 1702803274.713]","[274.01999988438524, 1702803274.713]","[45.59237108630939, 1702803274.713]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,4,3,3,5,5,75.06317400932312,1.2510529001553854
1702803278.86606,76.0,200.0,89,430,20,0.0,0.0,30.0,100,300.86299888126183,30.0,2608.0,92.0,18.0,0,1180,"[273.3238716715427, 1702803276.829]","[11.507779410357802, 1702803276.829]","[267.75625287752047, 1702803276.829]","[22.366783454269587, 1702803276.829]","[15.482168126807075, 1702803276.829]","[309.0100525416314, 1702803276.829]","[151.8676603754343, 1702803276.829]","[175.79111159091534, 1702803276.829]","[23.916710988191614, 1702803276.829]","[25.523841880620573, 1702803276.829]","[274.01999988438524, 1702803276.829]","[45.59237108630939, 1702803276.829]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,6,4,4,3,7,5,78.36357545852661,1.3060595909754436
1702803281.5938807,100.0,280.0,121,620,20,0.0,0.0,22.3,100,293.55095548958536,22.3,2608.0,97.0,18.0,0,1256,"[273.3238716715427, 1702803279.22]","[11.507779410357802, 1702803279.22]","[267.75625287752047, 1702803279.22]","[22.366783454269587, 1702803279.22]","[15.482168126807075, 1702803279.22]","[309.0100525416314, 1702803279.22]","[151.8676603754343, 1702803279.22]","[175.79111159091534, 1702803279.22]","[23.916710988191614, 1702803279.22]","[25.523841880620573, 1702803279.22]","[274.01999988438524, 1702803279.22]","[45.59237108630939, 1702803279.22]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,6,4,4,3,7,5,81.09139609336853,1.3515232682228089
1702803282.822446,180.0,930.0,320,1200,22,0.0,0.0,20.3,100,313.5570647693409,20.3,2608.0,100.0,18.0,0,1327,"[273.3238716715427, 1702803281.784]","[11.507779410357802, 1702803281.784]","[267.75625287752047, 1702803281.784]","[22.366783454269587, 1702803281.784]","[15.482168126807075, 1702803281.784]","[309.0100525416314, 1702803281.784]","[151.8676603754343, 1702803281.784]","[175.79111159091534, 1702803281.784]","[23.916710988191614, 1702803281.784]","[25.523841880620573, 1702803281.784]","[274.01999988438524, 1702803281.784]","[45.59237108630939, 1702803281.784]",,,,,,,,,,1,1,1,1,1,1,,1,,,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,6,4,4,3,7,5,82.31996154785156,1.3719993591308595
1702803286.9082508,180.0,930.0,320,1200,22,0.0,0.0,20.3,100,313.5570647693409,20.3,2608.0,100.0,18.0,0,1327,"[273.3238716715427, 1702803283.757]","[11.507779410357802, 1702803283.757]","[267.75625287752047, 1702803283.757]","[22.366783454269587, 1702803283.757]","[15.482168126807075, 1702803283.757]","[309.0100525416314, 1702803283.757]","[151.8676603754343, 1702803283.757]","[175.79111159091534, 1702803283.757]","[23.916710988191614, 1702803283.757]","[25.523841880620573, 1702803283.757]","[274.01999988438524, 1702803283.757]","[45.59237108630939, 1702803283.757]",,,,,,,,,,1,1,1,1,1,1,,1,,,5,4,6,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,6,4,4,3,7,5,86.405766248703,1.44009610414505
1702803294.1911416,430.0,930.0,450,1200,58,0.0,0.0,21.7,100,318.4313398480849,21.7,2608.0,110.0,18.0,0,1428,"[288.53393170573867, 1702803287.257]","[14.960174447694177, 1702803287.257]","[448.4800835438266, 1702803287.257]","[31.350056423864416, 1702803287.257]","[15.482168126807075, 1702803287.257]","[501.77388723908524, 1702803287.257]","[200.4801307826974, 1702803287.257]","[288.7256008204828, 1702803287.257]","[34.751267148484736, 1702803287.257]","[30.062113972370415, 1702803287.257]","[446.70785521351564, 1702803287.257]","[43.00996318106572, 1702803287.257]",,,,,,,,,,1,1,1,1,1,1,,1,,,5,4,6,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,6,4,4,4,7,5,93.68865704536438,1.5614776174227396
1702803295.2195928,440.0,1100.0,491,2100,28,0.0,0.0,18.6,100,338.370632312655,18.6,2608.0,130.0,18.0,0,1577,"[322.94107394971365, 1702803294.307]","[14.960174447694177, 1702803294.307]","[452.6324720573303, 1702803294.307]","[46.56984494549298, 1702803294.307]","[24.213227749591972, 1702803294.307]","[413.0434900006944, 1702803294.307]","[197.62397099803493, 1702803294.307]","[287.0153867245298, 1702803294.307]","[45.65083702845724, 1702803294.307]","[30.062113972370415, 1702803294.307]","[475.0514501993577, 1702803294.307]","[61.4781373345325, 1702803294.307]",,,,,,,,,,1,1,1,1,1,1,,1,,,5,4,6,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,6,4,4,4,7,5,94.7171082496643,1.5786184708277384
1702803296.9676414,360.0,1100.0,440,2100,28,0.0,0.0,19.2,100,332.7331001670171,19.2,2608.0,130.0,18.0,0,1617,"[322.94107394971365, 1702803296.299]","[14.960174447694177, 1702803296.299]","[452.6324720573303, 1702803296.299]","[46.56984494549298, 1702803296.299]","[24.213227749591972, 1702803296.299]","[413.0434900006944, 1702803296.299]","[197.62397099803493, 1702803296.299]","[287.0153867245298, 1702803296.299]","[45.65083702845724, 1702803296.299]","[30.062113972370415, 1702803296.299]","[475.0514501993577, 1702803296.299]","[61.4781373345325, 1702803296.299]",,,,,,,,,,1,1,1,1,1,1,,1,,,5,4,6,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,6,4,4,4,7,5,96.46515679359436,1.6077526132265727
1702803323.3175132,360.0,1100.0,440,2100,28,0.0,0.0,19.2,100,332.7331001670171,19.2,2608.0,130.0,18.0,0,1617,"[322.94107394971365, 1702803298.713]","[14.960174447694177, 1702803298.713]","[452.6324720573303, 1702803298.713]","[46.56984494549298, 1702803298.713]","[24.213227749591972, 1702803298.713]","[413.0434900006944, 1702803298.713]","[197.62397099803493, 1702803298.713]","[287.0153867245298, 1702803298.713]","[45.65083702845724, 1702803298.713]","[30.062113972370415, 1702803298.713]","[475.0514501993577, 1702803298.713]","[61.4781373345325, 1702803298.713]",,,,,,,,,,1,1,1,1,1,1,,1,,,5,4,6,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,6,4,10,6,4,4,9,7,122.81502866744995,2.0469171444574994
1702803326.7825673,220.0,600.0,250,780,31,0.0,0.0,20.8,100,324.7890371971875,20.8,2608.0,170.0,18.0,0,2186,"[317.9076736337802, 1702803324.202]","[16.317728710929508, 1702803324.202]","[408.62800697945136, 1702803324.202]","[29.59727649655301, 1702803324.202]","[25.010490536503802, 1702803324.202]","[399.1504037424182, 1702803324.202]","[258.08568052663, 1702803324.202]","[226.91443025622138, 1702803324.202]","[47.472322681966745, 1702803324.202]","[29.964070341284682, 1702803324.202]","[231.2923085978425, 1702803324.202]","[53.812695510781076, 1702803324.202]",,,,,,,,,,1,1,1,1,1,1,,1,,,5,6,10,9,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,6,4,10,6,4,4,9,7,126.28008270263672,2.1046680450439452
1702803329.0182705,230.0,610.0,273,780,31,0.0,0.0,20.0,118,322.68370686029743,20.0,2608.0,170.0,18.0,0,2247,"[287.7654032128868, 1702803327.356]","[18.927668805777852, 1702803327.356]","[482.4259614056666, 1702803327.356]","[50.87973463638203, 1702803327.356]","[25.010490536503802, 1702803327.356]","[484.49624485047667, 1702803327.356]","[265.7489574640643, 1702803327.356]","[453.7700649840323, 1702803327.356]","[47.472322681966745, 1702803327.356]","[37.26165069707441, 1702803327.356]","[465.62088345563296, 1702803327.356]","[52.64598231529812, 1702803327.356]",,,,,,,,,,1,1,1,1,1,1,,1,,,5,6,10,9,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,6,4,10,6,4,4,9,7,128.5157859325409,2.1419297655423484
1702803331.6980119,320.0,2300.0,659,3200,57,0.0,0.0,19.4,238,349.8299366778123,19.4,3162.0,180.0,18.0,0,2303,"[287.7654032128868, 1702803330.572]","[18.927668805777852, 1702803330.572]","[482.4259614056666, 1702803330.572]","[50.87973463638203, 1702803330.572]","[25.010490536503802, 1702803330.572]","[484.49624485047667, 1702803330.572]","[265.7489574640643, 1702803330.572]","[453.7700649840323, 1702803330.572]","[47.472322681966745, 1702803330.572]","[37.26165069707441, 1702803330.572]","[465.62088345563296, 1702803330.572]","[52.64598231529812, 1702803330.572]",,,,,,,,,,1,1,1,1,1,1,,1,,,5,6,10,9,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,6,4,10,6,4,4,9,7,131.19552731513977,2.1865921219189963
1702803332.2635872,320.0,2300.0,659,3200,57,0.0,0.0,19.4,238,349.8299366778123,19.4,3162.0,180.0,18.0,0,2303,"[287.7654032128868, 1702803331.801]","[17.685692167415155, 1702803331.801]","[439.42758405469, 1702803331.801]","[50.87973463638203, 1702803331.801]","[18.954571718503185, 1702803331.801]","[438.81796513249463, 1702803331.801]","[250.13969496472689, 1702803331.801]","[446.19981205950364, 1702803331.801]","[42.66400601612637, 1702803331.801]","[27.669155615220653, 1702803331.801]","[741.4893910364649, 1702803331.801]","[52.64598231529812, 1702803331.801]",,,,,,,,,,1,1,1,1,1,1,,1,,,5,6,10,9,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,6,4,10,6,4,4,9,7,131.7611026763916,2.19601837793986
