time,current_response_time_percentile_50,current_response_time_percentile_95,current_response_time_average,current_max_response_time,current_min_response_time,current_fail_per_sec,fail_ratio,total_rps,user_count,avg_response_time,current_rps,max_response_time,median_response_time,min_response_time,num_failures,num_requests,custom_cpu_loadgenerator,custom_cpu_redis-cart,custom_cpu_currencyservice,custom_cpu_frontend,custom_cpu_checkoutservice,custom_cpu_paymentservice,custom_cpu_recommendationservice,custom_cpu_productcatalogservice,custom_cpu_shippingservice,custom_cpu_emailservice,custom_cpu_cartservice,custom_cpu_adservice,custom_cpu_coredns,custom_cpu_metrics-server,custom_cpu_local-path-provisioner,custom_cpu_prometheus-grafana,custom_cpu_prometheus-kube-prometheus-operator,custom_cpu_prometheus-kube-state-metrics,custom_monitored_count_coredns,custom_monitored_count_metrics-server,custom_monitored_count_local-path-provisioner,custom_monitored_count_emailservice,custom_monitored_count_paymentservice,custom_monitored_count_loadgenerator,custom_monitored_count_redis-cart,custom_monitored_count_shippingservice,custom_monitored_count_checkoutservice,custom_monitored_count_cartservice,custom_monitored_count_prometheus-grafana,custom_monitored_count_adservice,custom_monitored_count_prometheus-kube-prometheus-operator,custom_monitored_count_prometheus-kube-state-metrics,custom_monitored_count_recommendationservice,custom_monitored_count_currencyservice,custom_monitored_count_frontend,custom_monitored_count_productcatalogservice,custom_kubernetes_coredns_ordered,custom_kubernetes_coredns_ready,custom_kubernetes_metrics-server_ordered,custom_kubernetes_metrics-server_ready,custom_kubernetes_local-path-provisioner_ordered,custom_kubernetes_local-path-provisioner_ready,custom_kubernetes_emailservice_ordered,custom_kubernetes_emailservice_ready,custom_kubernetes_paymentservice_ordered,custom_kubernetes_paymentservice_ready,custom_kubernetes_loadgenerator_ordered,custom_kubernetes_loadgenerator_ready,custom_kubernetes_redis-cart_ordered,custom_kubernetes_redis-cart_ready,custom_kubernetes_shippingservice_ordered,custom_kubernetes_shippingservice_ready,custom_kubernetes_checkoutservice_ordered,custom_kubernetes_checkoutservice_ready,custom_kubernetes_cartservice_ordered,custom_kubernetes_cartservice_ready,custom_kubernetes_prometheus-grafana_ordered,custom_kubernetes_prometheus-grafana_ready,custom_kubernetes_adservice_ordered,custom_kubernetes_adservice_ready,custom_kubernetes_prometheus-kube-prometheus-operator_ordered,custom_kubernetes_prometheus-kube-prometheus-operator_ready,custom_kubernetes_prometheus-kube-state-metrics_ordered,custom_kubernetes_prometheus-kube-state-metrics_ready,custom_kubernetes_recommendationservice_ordered,custom_kubernetes_recommendationservice_ready,custom_kubernetes_currencyservice_ordered,custom_kubernetes_currencyservice_ready,custom_kubernetes_frontend_ordered,custom_kubernetes_frontend_ready,custom_kubernetes_productcatalogservice_ordered,custom_kubernetes_productcatalogservice_ready,elapsed,elapsed_min
1702797692.787319,73.0,230.0,94,300,18,0.0,0.05,10.8,50,264.04368516899734,10.8,2361.0,94.0,18.0,29,580,"[139.69637053835302, 1702797692.252]","[10.02628025373703, 1702797692.252]","[227.3414181148385, 1702797692.252]","[215.50178958781046, 1702797692.252]","[19.845621219249896, 1702797692.252]","[9.229220127744565, 1702797692.252]","[134.45266917757706, 1702797692.252]","[109.43528045785922, 1702797692.252]","[26.695787963492144, 1702797692.252]","[23.11057439292505, 1702797692.252]","[111.85540654975381, 1702797692.252]","[30.03147089719814, 1702797692.252]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,9,7,10,5,6,2,39.773356437683105,0.6628892739613851
1702797694.566909,68.0,200.0,82,270,18,0.0,0.046104928457869634,11.5,50,249.67575022722286,11.5,2361.0,89.0,18.0,29,629,"[139.69637053835302, 1702797694.266]","[11.783843325044531, 1702797694.266]","[227.65739184584135, 1702797694.266]","[217.3238952654989, 1702797694.266]","[19.845621219249896, 1702797694.266]","[9.229220127744565, 1702797694.266]","[134.78965459685458, 1702797694.266]","[109.43528045785922, 1702797694.266]","[26.695787963492144, 1702797694.266]","[31.83377923285019, 1702797694.266]","[111.85540654975381, 1702797694.266]","[30.03147089719814, 1702797694.266]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,9,7,10,6,6,2,41.5529465675354,0.6925491094589233
1702797696.5705838,68.0,200.0,82,270,18,0.0,0.046104928457869634,11.5,50,249.67575022722286,11.5,2361.0,89.0,18.0,29,629,"[139.69637053835302, 1702797696.26]","[11.783843325044531, 1702797696.26]","[227.65739184584135, 1702797696.26]","[217.3238952654989, 1702797696.26]","[19.845621219249896, 1702797696.26]","[9.229220127744565, 1702797696.26]","[134.78965459685458, 1702797696.26]","[109.43528045785922, 1702797696.26]","[26.695787963492144, 1702797696.26]","[31.83377923285019, 1702797696.26]","[111.85540654975381, 1702797696.26]","[30.03147089719814, 1702797696.26]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,9,7,10,6,6,2,43.55662131309509,0.7259436885515849
1702797698.6432316,57.0,180.0,68,270,18,0.0,0.04264705882352941,11.5,50,235.01394159990443,11.5,2361.0,80.0,18.0,29,680,"[139.69637053835302, 1702797698.296]","[11.783843325044531, 1702797698.296]","[227.65739184584135, 1702797698.296]","[217.3238952654989, 1702797698.296]","[19.845621219249896, 1702797698.296]","[9.229220127744565, 1702797698.296]","[134.78965459685458, 1702797698.296]","[109.43528045785922, 1702797698.296]","[26.695787963492144, 1702797698.296]","[31.83377923285019, 1702797698.296]","[111.85540654975381, 1702797698.296]","[30.03147089719814, 1702797698.296]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,9,7,10,7,6,2,45.62926912307739,0.7604878187179566
1702797700.6955485,57.0,180.0,68,270,18,0.0,0.04264705882352941,11.5,50,235.01394159990443,11.5,2361.0,80.0,18.0,29,680,"[139.69637053835302, 1702797700.284]","[11.783843325044531, 1702797700.284]","[227.65739184584135, 1702797700.284]","[217.3238952654989, 1702797700.284]","[19.845621219249896, 1702797700.284]","[9.229220127744565, 1702797700.284]","[134.78965459685458, 1702797700.284]","[109.43528045785922, 1702797700.284]","[26.695787963492144, 1702797700.284]","[31.83377923285019, 1702797700.284]","[111.85540654975381, 1702797700.284]","[30.03147089719814, 1702797700.284]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,9,7,10,8,6,2,47.681586027145386,0.7946931004524231
1702797702.6688468,35.0,140.0,52,190,18,0.0,0.04055944055944056,11.8,50,225.97756688934882,11.8,2361.0,76.0,18.0,29,715,"[145.79312164072562, 1702797702.257]","[11.783843325044531, 1702797702.257]","[224.53381089786544, 1702797702.257]","[219.14001876778272, 1702797702.257]","[19.011577610271836, 1702797702.257]","[17.81217634890803, 1702797702.257]","[144.22923883123195, 1702797702.257]","[104.03174693227015, 1702797702.257]","[31.494174929257316, 1702797702.257]","[31.83377923285019, 1702797702.257]","[119.21327124272409, 1702797702.257]","[28.807389949363916, 1702797702.257]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,9,7,10,8,6,4,49.654884338378906,0.8275814056396484
1702797704.513489,35.0,140.0,52,190,18,0.0,0.04055944055944056,11.8,50,225.97756688934882,11.8,2361.0,76.0,18.0,29,715,"[145.79312164072562, 1702797704.25]","[13.249526440176927, 1702797704.25]","[255.96228740615496, 1702797704.25]","[243.17400033482377, 1702797704.25]","[19.011577610271836, 1702797704.25]","[17.81217634890803, 1702797704.25]","[144.1126144197868, 1702797704.25]","[104.03174693227015, 1702797704.25]","[31.494174929257316, 1702797704.25]","[25.553123795403593, 1702797704.25]","[119.21327124272409, 1702797704.25]","[28.807389949363916, 1702797704.25]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,9,7,10,8,6,4,51.499526500701904,0.8583254416783651
1702797706.5883734,49.0,180.0,63,230,18,0.0,0.03851261620185923,10.4,50,217.90161829342532,10.4,2361.0,73.0,18.0,29,753,"[145.79312164072562, 1702797706.259]","[13.249526440176927, 1702797706.259]","[255.96228740615496, 1702797706.259]","[243.17400033482377, 1702797706.259]","[19.011577610271836, 1702797706.259]","[17.81217634890803, 1702797706.259]","[144.1126144197868, 1702797706.259]","[104.03174693227015, 1702797706.259]","[31.494174929257316, 1702797706.259]","[25.553123795403593, 1702797706.259]","[119.21327124272409, 1702797706.259]","[28.807389949363916, 1702797706.259]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,9,7,10,8,6,4,53.574410915374756,0.8929068485895792
1702797708.5887017,49.0,180.0,63,230,18,0.0,0.03851261620185923,10.4,50,217.90161829342532,10.4,2361.0,73.0,18.0,29,753,"[145.79312164072562, 1702797708.268]","[13.249526440176927, 1702797708.268]","[255.96228740615496, 1702797708.268]","[243.17400033482377, 1702797708.268]","[19.011577610271836, 1702797708.268]","[17.81217634890803, 1702797708.268]","[144.1126144197868, 1702797708.268]","[104.03174693227015, 1702797708.268]","[31.494174929257316, 1702797708.268]","[25.553123795403593, 1702797708.268]","[119.21327124272409, 1702797708.268]","[28.807389949363916, 1702797708.268]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,9,7,10,8,6,4,55.57473921775818,0.926245653629303
1702797710.522813,56.0,220.0,74,350,19,0.0,0.035758323057953144,10.4,50,208.53794598648696,10.4,2361.0,72.0,18.0,29,811,"[145.79312164072562, 1702797710.265]","[13.249526440176927, 1702797710.265]","[255.96228740615496, 1702797710.265]","[243.17400033482377, 1702797710.265]","[19.011577610271836, 1702797710.265]","[17.81217634890803, 1702797710.265]","[144.1126144197868, 1702797710.265]","[104.03174693227015, 1702797710.265]","[31.494174929257316, 1702797710.265]","[25.553123795403593, 1702797710.265]","[119.21327124272409, 1702797710.265]","[28.807389949363916, 1702797710.265]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,9,7,10,8,6,4,57.50885057449341,0.9584808429082234
1702797714.3714602,59.0,220.0,75,350,19,0.0,0.03493975903614458,11.6,55,205.26003688558058,11.6,2361.0,71.0,18.0,29,830,"[140.18282677653045, 1702797712.455]","[11.0048073104665, 1702797712.455]","[269.88248145845154, 1702797712.455]","[219.71680934698148, 1702797712.455]","[14.991425482352538, 1702797712.455]","[11.232041710657308, 1702797712.455]","[124.44066672459225, 1702797712.455]","[95.8265646644986, 1702797712.455]","[26.720298990129425, 1702797712.455]","[21.963301469374333, 1702797712.455]","[120.92799787199758, 1702797712.455]","[28.10648406031755, 1702797712.455]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,9,7,10,8,6,4,61.357497692108154,1.022624961535136
1702797717.1494882,220.0,1800.0,425,2000,19,0.0,0.03131749460043196,11.3,100,261.77245349673296,11.3,2361.0,87.0,18.0,29,926,"[140.18282677653045, 1702797714.441]","[11.0048073104665, 1702797714.441]","[269.88248145845154, 1702797714.441]","[219.71680934698148, 1702797714.441]","[14.991425482352538, 1702797714.441]","[11.232041710657308, 1702797714.441]","[124.44066672459225, 1702797714.441]","[95.8265646644986, 1702797714.441]","[26.720298990129425, 1702797714.441]","[21.963301469374333, 1702797714.441]","[120.92799787199758, 1702797714.441]","[28.10648406031755, 1702797714.441]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,9,7,10,8,6,4,64.13552570343018,1.068925428390503
1702797719.2463627,400.0,1900.0,573,2100,19,0.0,0.02857142857142857,21.2,100,295.14304340195963,21.2,2361.0,100.0,18.0,29,1015,"[140.18282677653045, 1702797717.19]","[11.0048073104665, 1702797717.19]","[269.88248145845154, 1702797717.19]","[219.71680934698148, 1702797717.19]","[14.991425482352538, 1702797717.19]","[11.232041710657308, 1702797717.19]","[124.44066672459225, 1702797717.19]","[95.8265646644986, 1702797717.19]","[26.720298990129425, 1702797717.19]","[21.963301469374333, 1702797717.19]","[120.92799787199758, 1702797717.19]","[28.10648406031755, 1702797717.19]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,9,7,10,8,6,4,66.2324001789093,1.103873336315155
1702797722.9792397,380.0,1800.0,546,2100,21,0.0,0.027436140018921477,24.6,100,287.7472755988883,24.6,2361.0,99.0,18.0,29,1057,"[140.18282677653045, 1702797719.744]","[11.0048073104665, 1702797719.744]","[269.88248145845154, 1702797719.744]","[219.71680934698148, 1702797719.744]","[14.991425482352538, 1702797719.744]","[11.232041710657308, 1702797719.744]","[124.44066672459225, 1702797719.744]","[95.8265646644986, 1702797719.744]","[26.720298990129425, 1702797719.744]","[21.963301469374333, 1702797719.744]","[120.92799787199758, 1702797719.744]","[28.10648406031755, 1702797719.744]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,9,7,10,8,6,4,69.9652771949768,1.1660879532496133
1702797723.3096502,240.0,1800.0,468,2100,21,0.0,0.025460930640913083,25.8,100,276.0096496391722,25.8,2361.0,100.0,18.0,29,1139,"[147.41245104089197, 1702797723.023]","[11.0048073104665, 1702797723.023]","[275.1586524471267, 1702797723.023]","[278.58861665588023, 1702797723.023]","[30.420168408094348, 1702797723.023]","[12.04260080893136, 1702797723.023]","[188.5156643749464, 1702797723.023]","[167.5475414295486, 1702797723.023]","[35.97078269007849, 1702797723.023]","[24.06758484832605, 1702797723.023]","[203.36172411318893, 1702797723.023]","[34.242129872426055, 1702797723.023]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,9,7,10,8,6,4,70.29568767547607,1.171594794591268
1702797725.4696524,240.0,1800.0,468,2100,21,0.0,0.025460930640913083,25.8,100,276.0096496391722,25.8,2361.0,100.0,18.0,29,1139,"[147.41245104089197, 1702797725.145]","[11.0048073104665, 1702797725.145]","[275.1586524471267, 1702797725.145]","[278.58861665588023, 1702797725.145]","[30.420168408094348, 1702797725.145]","[12.04260080893136, 1702797725.145]","[188.5156643749464, 1702797725.145]","[167.5475414295486, 1702797725.145]","[35.97078269007849, 1702797725.145]","[24.06758484832605, 1702797725.145]","[203.36172411318893, 1702797725.145]","[34.242129872426055, 1702797725.145]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,6,9,7,10,8,6,4,72.45568990707397,1.2075948317845662
1702797727.4048395,96.0,290.0,113,430,18,0.0,0.023558082859463852,25.9,100,263.4193219772439,25.9,2361.0,98.0,18.0,29,1231,"[147.41245104089197, 1702797727.032]","[11.0048073104665, 1702797727.032]","[275.1586524471267, 1702797727.032]","[278.58861665588023, 1702797727.032]","[30.420168408094348, 1702797727.032]","[12.04260080893136, 1702797727.032]","[188.5156643749464, 1702797727.032]","[167.5475414295486, 1702797727.032]","[35.97078269007849, 1702797727.032]","[24.06758484832605, 1702797727.032]","[203.36172411318893, 1702797727.032]","[34.242129872426055, 1702797727.032]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,9,7,10,8,6,4,74.39087700843811,1.2398479501406352
1702797729.4078126,96.0,290.0,113,430,18,0.0,0.023558082859463852,25.9,100,263.4193219772439,25.9,2361.0,98.0,18.0,29,1231,"[147.41245104089197, 1702797729.062]","[11.0048073104665, 1702797729.062]","[275.1586524471267, 1702797729.062]","[278.58861665588023, 1702797729.062]","[30.420168408094348, 1702797729.062]","[12.04260080893136, 1702797729.062]","[188.5156643749464, 1702797729.062]","[167.5475414295486, 1702797729.062]","[35.97078269007849, 1702797729.062]","[24.06758484832605, 1702797729.062]","[203.36172411318893, 1702797729.062]","[34.242129872426055, 1702797729.062]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,9,7,10,8,6,4,76.3938500881195,1.2732308348019918
1702797731.4152377,86.0,280.0,106,410,18,0.0,0.021837349397590362,21.7,100,250.8008568328949,21.7,2361.0,96.0,18.0,29,1328,"[208.54196958989735, 1702797731.034]","[11.0048073104665, 1702797731.034]","[291.13231085468993, 1702797731.034]","[284.9867236697521, 1702797731.034]","[30.068934885606016, 1702797731.034]","[17.71990876676583, 1702797731.034]","[218.78610396969216, 1702797731.034]","[211.26074356062253, 1702797731.034]","[39.527974805081335, 1702797731.034]","[24.06758484832605, 1702797731.034]","[203.36172411318893, 1702797731.034]","[45.312227063713635, 1702797731.034]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,9,7,10,8,6,4,78.40127515792847,1.3066879192988077
1702797733.4910948,86.0,280.0,106,410,18,0.0,0.021837349397590362,21.7,100,250.8008568328949,21.7,2361.0,96.0,18.0,29,1328,"[208.54196958989735, 1702797733.096]","[16.167669339528267, 1702797733.096]","[406.5654690991867, 1702797733.096]","[441.3832228241768, 1702797733.096]","[30.068934885606016, 1702797733.096]","[17.71990876676583, 1702797733.096]","[456.5861922808412, 1702797733.096]","[221.2555457742772, 1702797733.096]","[39.527974805081335, 1702797733.096]","[27.462841626430183, 1702797733.096]","[203.36172411318893, 1702797733.096]","[45.312227063713635, 1702797733.096]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,9,7,10,8,6,4,80.47713232040405,1.3412855386734008
1702797735.295275,72.0,190.0,84,320,18,0.0,0.020523708421797595,21.9,100,240.61087841261022,21.9,2361.0,93.0,18.0,29,1413,"[208.54196958989735, 1702797735.017]","[16.167669339528267, 1702797735.017]","[406.5654690991867, 1702797735.017]","[441.3832228241768, 1702797735.017]","[30.068934885606016, 1702797735.017]","[17.71990876676583, 1702797735.017]","[456.5861922808412, 1702797735.017]","[221.2555457742772, 1702797735.017]","[39.527974805081335, 1702797735.017]","[27.462841626430183, 1702797735.017]","[203.36172411318893, 1702797735.017]","[45.312227063713635, 1702797735.017]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,9,7,10,8,6,4,82.28131246566772,1.3713552077611288
1702797737.3487208,72.0,190.0,84,320,18,0.0,0.020523708421797595,21.9,100,240.61087841261022,21.9,2361.0,93.0,18.0,29,1413,"[208.54196958989735, 1702797737.015]","[16.167669339528267, 1702797737.015]","[406.5654690991867, 1702797737.015]","[441.3832228241768, 1702797737.015]","[30.068934885606016, 1702797737.015]","[17.71990876676583, 1702797737.015]","[456.5861922808412, 1702797737.015]","[221.2555457742772, 1702797737.015]","[39.527974805081335, 1702797737.015]","[27.462841626430183, 1702797737.015]","[203.36172411318893, 1702797737.015]","[45.312227063713635, 1702797737.015]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,9,7,10,8,6,4,84.33475828170776,1.4055793046951295
1702797739.3496685,62.0,170.0,76,320,17,0.0,0.019385026737967916,22.5,100,230.83028602341463,22.5,2361.0,88.0,17.0,29,1496,"[208.54196958989735, 1702797739.033]","[16.167669339528267, 1702797739.033]","[406.5654690991867, 1702797739.033]","[441.3832228241768, 1702797739.033]","[30.068934885606016, 1702797739.033]","[17.71990876676583, 1702797739.033]","[456.5861922808412, 1702797739.033]","[221.2555457742772, 1702797739.033]","[39.527974805081335, 1702797739.033]","[27.462841626430183, 1702797739.033]","[203.36172411318893, 1702797739.033]","[45.312227063713635, 1702797739.033]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,9,7,10,8,6,4,86.33570599555969,1.4389284332593282
1702797741.341435,62.0,170.0,76,320,17,0.0,0.019385026737967916,22.5,100,230.83028602341463,22.5,2361.0,88.0,17.0,29,1496,"[275.9621223541204, 1702797741.015]","[16.167669339528267, 1702797741.015]","[414.80626655826734, 1702797741.015]","[454.64024206429883, 1702797741.015]","[32.71098458021035, 1702797741.015]","[20.980259769443045, 1702797741.015]","[454.0043181404249, 1702797741.015]","[236.87626519091842, 1702797741.015]","[38.491960024182205, 1702797741.015]","[27.462841626430183, 1702797741.015]","[233.0616192347304, 1702797741.015]","[47.846562919365994, 1702797741.015]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,9,7,10,8,6,4,88.327472448349,1.4721245408058166
1702797743.3015578,59.0,170.0,70,250,17,0.0,0.018342820999367487,21.5,100,222.43479857179312,21.5,2361.0,86.0,17.0,29,1581,"[275.9621223541204, 1702797743.024]","[16.54062958834965, 1702797743.024]","[355.44497569838643, 1702797743.024]","[453.04943088447567, 1702797743.024]","[32.71098458021035, 1702797743.024]","[20.980259769443045, 1702797743.024]","[653.7826174250872, 1702797743.024]","[234.53279725613092, 1702797743.024]","[38.491960024182205, 1702797743.024]","[27.38358662678094, 1702797743.024]","[233.0616192347304, 1702797743.024]","[47.846562919365994, 1702797743.024]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,9,7,10,8,6,4,90.28759527206421,1.5047932545344034
1702797745.3124087,59.0,170.0,70,250,17,0.0,0.018342820999367487,21.5,100,222.43479857179312,21.5,2361.0,86.0,17.0,29,1581,"[275.9621223541204, 1702797745.012]","[16.54062958834965, 1702797745.012]","[355.44497569838643, 1702797745.012]","[453.04943088447567, 1702797745.012]","[32.71098458021035, 1702797745.012]","[20.980259769443045, 1702797745.012]","[653.7826174250872, 1702797745.012]","[234.53279725613092, 1702797745.012]","[38.491960024182205, 1702797745.012]","[27.38358662678094, 1702797745.012]","[233.0616192347304, 1702797745.012]","[47.846562919365994, 1702797745.012]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,9,7,10,8,6,4,92.29844617843628,1.5383074363072713
1702797747.5446053,51.0,160.0,66,240,17,0.0,0.017261904761904763,22.6,100,212.74666004280465,22.6,2361.0,82.0,17.0,29,1680,"[275.9621223541204, 1702797747.033]","[16.54062958834965, 1702797747.033]","[355.44497569838643, 1702797747.033]","[453.04943088447567, 1702797747.033]","[32.71098458021035, 1702797747.033]","[20.980259769443045, 1702797747.033]","[653.7826174250872, 1702797747.033]","[234.53279725613092, 1702797747.033]","[38.491960024182205, 1702797747.033]","[27.38358662678094, 1702797747.033]","[233.0616192347304, 1702797747.033]","[47.846562919365994, 1702797747.033]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,9,7,10,8,6,4,94.53064274787903,1.5755107124646506
1702797749.4046912,51.0,160.0,66,240,17,0.0,0.017261904761904763,22.6,100,212.74666004280465,22.6,2361.0,82.0,17.0,29,1680,"[275.9621223541204, 1702797749.031]","[16.54062958834965, 1702797749.031]","[355.44497569838643, 1702797749.031]","[453.04943088447567, 1702797749.031]","[32.71098458021035, 1702797749.031]","[20.980259769443045, 1702797749.031]","[653.7826174250872, 1702797749.031]","[234.53279725613092, 1702797749.031]","[38.491960024182205, 1702797749.031]","[27.38358662678094, 1702797749.031]","[233.0616192347304, 1702797749.031]","[47.846562919365994, 1702797749.031]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,9,7,10,8,6,4,96.39072871208191,1.606512145201365
1702797751.331232,51.0,170.0,66,240,17,0.0,0.016580903373356205,21.1,100,206.9132659719769,21.1,2361.0,79.0,17.0,29,1749,"[255.88916591539456, 1702797751.041]","[16.54062958834965, 1702797751.041]","[339.58057599469714, 1702797751.041]","[433.25057461513524, 1702797751.041]","[26.336511124681593, 1702797751.041]","[12.109164286916743, 1702797751.041]","[657.5438397415187, 1702797751.041]","[234.98894960392292, 1702797751.041]","[35.22549972540856, 1702797751.041]","[27.38358662678094, 1702797751.041]","[233.0616192347304, 1702797751.041]","[49.020020268463945, 1702797751.041]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,9,7,10,8,6,4,98.31726956367493,1.638621159394582
1702797753.3183403,51.0,170.0,66,240,17,0.0,0.016580903373356205,21.1,100,206.9132659719769,21.1,2361.0,79.0,17.0,29,1749,"[255.88916591539456, 1702797753.051]","[15.459358033312498, 1702797753.051]","[345.70862960071673, 1702797753.051]","[432.86227366595153, 1702797753.051]","[26.336511124681593, 1702797753.051]","[12.109164286916743, 1702797753.051]","[300.1699644812405, 1702797753.051]","[230.77059003388823, 1702797753.051]","[35.22549972540856, 1702797753.051]","[27.541056964473018, 1702797753.051]","[233.0616192347304, 1702797753.051]","[49.020020268463945, 1702797753.051]",,,,,,,,,,1,1,1,1,1,1,3,,1,,,10,9,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,9,7,10,8,6,4,100.30437779426575,1.6717396299044291
