time,current_response_time_percentile_50,current_response_time_percentile_95,current_response_time_average,current_max_response_time,current_min_response_time,current_fail_per_sec,fail_ratio,total_rps,user_count,avg_response_time,current_rps,max_response_time,median_response_time,min_response_time,num_failures,num_requests,custom_cpu_loadgenerator,custom_cpu_redis-cart,custom_cpu_checkoutservice,custom_cpu_recommendationservice,custom_cpu_paymentservice,custom_cpu_currencyservice,custom_cpu_emailservice,custom_cpu_productcatalogservice,custom_cpu_frontend,custom_cpu_cartservice,custom_cpu_shippingservice,custom_cpu_adservice,custom_cpu_coredns,custom_cpu_metrics-server,custom_cpu_local-path-provisioner,custom_cpu_prometheus-kube-prometheus-operator,custom_cpu_prometheus-kube-state-metrics,custom_cpu_prometheus-grafana,custom_monitored_count_coredns,custom_monitored_count_metrics-server,custom_monitored_count_local-path-provisioner,custom_monitored_count_loadgenerator,custom_monitored_count_prometheus-kube-prometheus-operator,custom_monitored_count_prometheus-kube-state-metrics,custom_monitored_count_prometheus-grafana,custom_monitored_count_redis-cart,custom_monitored_count_checkoutservice,custom_monitored_count_shippingservice,custom_monitored_count_cartservice,custom_monitored_count_adservice,custom_monitored_count_paymentservice,custom_monitored_count_emailservice,custom_monitored_count_recommendationservice,custom_monitored_count_frontend,custom_monitored_count_productcatalogservice,custom_monitored_count_currencyservice,custom_kubernetes_coredns_ordered,custom_kubernetes_coredns_ready,custom_kubernetes_metrics-server_ordered,custom_kubernetes_metrics-server_ready,custom_kubernetes_local-path-provisioner_ordered,custom_kubernetes_local-path-provisioner_ready,custom_kubernetes_loadgenerator_ordered,custom_kubernetes_loadgenerator_ready,custom_kubernetes_prometheus-kube-prometheus-operator_ordered,custom_kubernetes_prometheus-kube-prometheus-operator_ready,custom_kubernetes_prometheus-kube-state-metrics_ordered,custom_kubernetes_prometheus-kube-state-metrics_ready,custom_kubernetes_prometheus-grafana_ordered,custom_kubernetes_prometheus-grafana_ready,custom_kubernetes_redis-cart_ordered,custom_kubernetes_redis-cart_ready,custom_kubernetes_checkoutservice_ordered,custom_kubernetes_checkoutservice_ready,custom_kubernetes_shippingservice_ordered,custom_kubernetes_shippingservice_ready,custom_kubernetes_cartservice_ordered,custom_kubernetes_cartservice_ready,custom_kubernetes_adservice_ordered,custom_kubernetes_adservice_ready,custom_kubernetes_paymentservice_ordered,custom_kubernetes_paymentservice_ready,custom_kubernetes_emailservice_ordered,custom_kubernetes_emailservice_ready,custom_kubernetes_recommendationservice_ordered,custom_kubernetes_recommendationservice_ready,custom_kubernetes_frontend_ordered,custom_kubernetes_frontend_ready,custom_kubernetes_productcatalogservice_ordered,custom_kubernetes_productcatalogservice_ready,custom_kubernetes_currencyservice_ordered,custom_kubernetes_currencyservice_ready,elapsed,elapsed_min
1702811753.6527956,310.0,2300.0,711,2500,26,0.0,0.0009315323707498836,18.2,196,474.8511403178293,18.2,4002.0,230.0,24.0,2,2147,"[246.58204556104022, 1702811751.062]","[15.03385896873595, 1702811751.062]","[38.93205216658367, 1702811751.062]","[644.0089718591469, 1702811751.062]","[44.510600692815636, 1702811751.062]","[341.0830798273696, 1702811751.062]","[48.25136048175748, 1702811751.062]","[202.85633871890428, 1702811751.062]","[394.9886926715429, 1702811751.062]","[182.90392457363723, 1702811751.062]","[38.80014034078815, 1702811751.062]","[859.5793931288224, 1702811751.062]",,,,,,,,,,1,,,,1,1,2,12,30,3,5,8,9,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,7,2,3,2,4,2,8,5,9,4,5,3,8,6,117.59776377677917,1.9599627296129862
1702811754.2645483,1700.0,3800.0,1687,5300,29,0.0,0.0008988764044943821,18.7,485,550.0815667979435,18.7,5330.0,250.0,24.0,2,2225,"[411.3640885795413, 1702811753.795]","[17.040907526998158, 1702811753.795]","[28.974675314131247, 1702811753.795]","[326.5715988711775, 1702811753.795]","[41.66031673082416, 1702811753.795]","[346.2705690706027, 1702811753.795]","[56.78839272051455, 1702811753.795]","[229.09216204207473, 1702811753.795]","[443.7046856814384, 1702811753.795]","[208.58674854716904, 1702811753.795]","[38.80014034078815, 1702811753.795]","[289.757651015292, 1702811753.795]",,,,,,,,,,1,,,,1,1,2,12,30,3,5,8,9,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,7,2,3,2,4,2,8,5,9,4,5,3,8,6,118.20951652526855,1.970158608754476
1702811756.2060647,1700.0,3800.0,1687,5300,29,0.0,0.0008988764044943821,18.7,485,550.0815667979435,18.7,5330.0,250.0,24.0,2,2225,"[411.3640885795413, 1702811755.803]","[17.040907526998158, 1702811755.803]","[28.974675314131247, 1702811755.803]","[326.5715988711775, 1702811755.803]","[41.66031673082416, 1702811755.803]","[346.2705690706027, 1702811755.803]","[56.78839272051455, 1702811755.803]","[229.09216204207473, 1702811755.803]","[443.7046856814384, 1702811755.803]","[208.58674854716904, 1702811755.803]","[38.80014034078815, 1702811755.803]","[289.757651015292, 1702811755.803]",,,,,,,,,,1,,,,1,1,2,12,30,3,5,8,9,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,7,2,3,2,4,2,8,5,9,4,5,3,8,6,120.1510329246521,2.0025172154108684
1702811758.5470493,2400.0,6700.0,3312,7600,160,0.0,0.0008261049153242462,23.5,500,846.4514917515706,23.5,7613.0,280.0,24.0,2,2421,"[411.3640885795413, 1702811758.02]","[17.040907526998158, 1702811758.02]","[28.974675314131247, 1702811758.02]","[326.5715988711775, 1702811758.02]","[41.66031673082416, 1702811758.02]","[346.2705690706027, 1702811758.02]","[56.78839272051455, 1702811758.02]","[229.09216204207473, 1702811758.02]","[443.7046856814384, 1702811758.02]","[208.58674854716904, 1702811758.02]","[38.80014034078815, 1702811758.02]","[289.757651015292, 1702811758.02]",,,,,,,,,,1,,,,1,1,2,12,30,3,5,8,9,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,7,2,3,2,4,2,8,5,9,4,5,3,8,6,122.4920175075531,2.041533625125885
1702811762.9179459,2400.0,6700.0,3312,7600,160,0.0,0.0008261049153242462,23.5,500,846.4514917515706,23.5,7613.0,280.0,24.0,2,2421,"[411.3640885795413, 1702811759.839]","[17.040907526998158, 1702811759.839]","[28.974675314131247, 1702811759.839]","[326.5715988711775, 1702811759.839]","[41.66031673082416, 1702811759.839]","[346.2705690706027, 1702811759.839]","[56.78839272051455, 1702811759.839]","[229.09216204207473, 1702811759.839]","[443.7046856814384, 1702811759.839]","[208.58674854716904, 1702811759.839]","[38.80014034078815, 1702811759.839]","[289.757651015292, 1702811759.839]",,,,,,,,,,1,,,,1,1,2,12,30,3,5,8,9,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,7,2,3,2,4,2,8,5,9,4,5,3,8,6,126.86291408538818,2.1143819014231364
1702811764.2393444,4600.0,9600.0,4720,11000,590,0.0,0.000671366230278617,50.6,500,1601.6145206937792,50.6,10502.0,410.0,24.0,2,2979,"[411.3640885795413, 1702811763.095]","[17.040907526998158, 1702811763.095]","[31.033808263944454, 1702811763.095]","[293.2149122142951, 1702811763.095]","[36.787712694620005, 1702811763.095]","[518.8070790742192, 1702811763.095]","[57.17173785026065, 1702811763.095]","[231.94830896766646, 1702811763.095]","[539.7133749440479, 1702811763.095]","[221.17661628883704, 1702811763.095]","[40.09298422962438, 1702811763.095]","[290.0480542242052, 1702811763.095]",,,,,,,,,,1,,,,1,1,2,12,30,3,5,8,9,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,7,2,3,2,4,2,8,5,9,4,5,3,8,6,128.184312582016,2.1364052097002664
1702811765.838258,4600.0,9600.0,4720,11000,590,0.0,0.000671366230278617,50.6,500,1601.6145206937792,50.6,10502.0,410.0,24.0,2,2979,"[411.3640885795413, 1702811765.144]","[17.040907526998158, 1702811765.144]","[31.033808263944454, 1702811765.144]","[293.2149122142951, 1702811765.144]","[36.787712694620005, 1702811765.144]","[518.8070790742192, 1702811765.144]","[57.17173785026065, 1702811765.144]","[231.94830896766646, 1702811765.144]","[539.7133749440479, 1702811765.144]","[221.17661628883704, 1702811765.144]","[40.09298422962438, 1702811765.144]","[290.0480542242052, 1702811765.144]",,,,,,,,,,1,,,,1,1,2,12,30,3,5,8,9,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,7,2,3,2,4,2,8,5,9,4,5,3,8,6,129.78322625160217,2.1630537708600364
1702811768.0341594,3500.0,9700.0,4246,11000,140,0.0,0.0005989817310572028,88.2,500,1787.6976104848864,88.2,10502.0,500.0,24.0,2,3339,"[411.3640885795413, 1702811767.287]","[17.040907526998158, 1702811767.287]","[31.033808263944454, 1702811767.287]","[293.2149122142951, 1702811767.287]","[36.787712694620005, 1702811767.287]","[518.8070790742192, 1702811767.287]","[57.17173785026065, 1702811767.287]","[231.94830896766646, 1702811767.287]","[539.7133749440479, 1702811767.287]","[221.17661628883704, 1702811767.287]","[40.09298422962438, 1702811767.287]","[290.0480542242052, 1702811767.287]",,,,,,,,,,1,,,,1,1,2,12,30,3,5,8,9,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,7,2,3,2,4,2,8,5,9,4,5,3,8,6,131.97912764549255,2.199652127424876
1702811773.6199365,3500.0,9700.0,4246,11000,140,0.0,0.0005989817310572028,88.2,500,1787.6976104848864,88.2,10502.0,500.0,24.0,2,3339,"[411.3640885795413, 1702811769.031]","[17.040907526998158, 1702811769.031]","[31.033808263944454, 1702811769.031]","[293.2149122142951, 1702811769.031]","[36.787712694620005, 1702811769.031]","[518.8070790742192, 1702811769.031]","[57.17173785026065, 1702811769.031]","[231.94830896766646, 1702811769.031]","[539.7133749440479, 1702811769.031]","[221.17661628883704, 1702811769.031]","[40.09298422962438, 1702811769.031]","[290.0480542242052, 1702811769.031]",,,,,,,,,,1,,,,1,1,2,12,30,3,5,8,9,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,2,3,2,4,2,6,4,11,4,5,3,11,6,137.56490468978882,2.2927484114964805
1702811774.511494,2600.0,4300.0,2351,7100,120,0.0,0.0005329070077271516,85.8,500,1824.9710017084974,85.8,10502.0,620.0,24.0,2,3753,"[841.0261293908095, 1702811774.127]","[24.670505221040003, 1702811774.127]","[24.77355144241365, 1702811774.127]","[389.9900800571283, 1702811774.127]","[31.748760025439722, 1702811774.127]","[932.3614696714548, 1702811774.127]","[64.99022864973064, 1702811774.127]","[275.87386084874015, 1702811774.127]","[770.747392625818, 1702811774.127]","[228.87039658892067, 1702811774.127]","[49.8186956006164, 1702811774.127]","[405.57391807146684, 1702811774.127]",,,,,,,,,,1,,,,1,1,2,12,30,3,5,8,9,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,2,3,2,4,2,6,4,11,4,5,3,11,6,138.45646214485168,2.3076077024141948
1702811776.3436534,2600.0,4300.0,2351,7100,120,0.0,0.0005329070077271516,85.8,500,1824.9710017084974,85.8,10502.0,620.0,24.0,2,3753,"[841.0261293908095, 1702811775.736]","[24.670505221040003, 1702811775.736]","[24.77355144241365, 1702811775.736]","[389.9900800571283, 1702811775.736]","[31.748760025439722, 1702811775.736]","[932.3614696714548, 1702811775.736]","[64.99022864973064, 1702811775.736]","[275.87386084874015, 1702811775.736]","[770.747392625818, 1702811775.736]","[228.87039658892067, 1702811775.736]","[49.8186956006164, 1702811775.736]","[405.57391807146684, 1702811775.736]",,,,,,,,,,1,,,,1,1,2,12,26,3,5,6,11,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,2,3,2,4,2,6,4,11,4,5,3,11,6,140.28862166404724,2.338143694400787
1702811778.1089196,2300.0,5400.0,2414,7500,120,0.0,0.000499001996007984,63.7,500,1897.0988797584616,63.7,10502.0,690.0,24.0,2,4008,"[841.0261293908095, 1702811777.729]","[24.670505221040003, 1702811777.729]","[24.77355144241365, 1702811777.729]","[389.9900800571283, 1702811777.729]","[31.748760025439722, 1702811777.729]","[932.3614696714548, 1702811777.729]","[64.99022864973064, 1702811777.729]","[275.87386084874015, 1702811777.729]","[770.747392625818, 1702811777.729]","[228.87039658892067, 1702811777.729]","[49.8186956006164, 1702811777.729]","[405.57391807146684, 1702811777.729]",,,,,,,,,,1,,,,1,1,2,12,26,3,5,6,11,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,2,3,2,4,2,6,4,11,4,5,3,11,6,142.0538878440857,2.3675647974014282
1702811783.540041,2700.0,5700.0,2749,7500,70,0.0,0.0004724781478856603,63.3,500,1953.3877195281727,63.3,10502.0,770.0,24.0,2,4233,"[841.0261293908095, 1702811780.053]","[24.670505221040003, 1702811780.053]","[24.77355144241365, 1702811780.053]","[389.9900800571283, 1702811780.053]","[31.748760025439722, 1702811780.053]","[932.3614696714548, 1702811780.053]","[64.99022864973064, 1702811780.053]","[275.87386084874015, 1702811780.053]","[770.747392625818, 1702811780.053]","[228.87039658892067, 1702811780.053]","[49.8186956006164, 1702811780.053]","[405.57391807146684, 1702811780.053]",,,,,,,,,,1,,,,1,1,2,12,26,3,5,6,11,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,3,3,2,4,2,6,4,11,4,5,3,11,6,147.4850091934204,2.458083486557007
1702811790.0982635,1800.0,5600.0,2391,7500,70,0.0,0.0004377325454147516,72.8,500,1924.5015937004962,72.8,10502.0,840.0,24.0,2,4569,"[805.0343181693731, 1702811783.651]","[28.262765170608464, 1702811783.651]","[70.00764342241452, 1702811783.651]","[409.53195227839257, 1702811783.651]","[35.915592899783356, 1702811783.651]","[803.9535107217793, 1702811783.651]","[73.69602957688522, 1702811783.651]","[338.77278226175594, 1702811783.651]","[931.5767193041632, 1702811783.651]","[257.7137341978558, 1702811783.651]","[64.54710766805502, 1702811783.651]","[564.5261704767471, 1702811783.651]",,,,,,,,,,1,,,,1,1,2,12,26,3,5,6,11,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,3,3,2,4,2,6,4,11,4,5,3,11,6,154.04323172569275,2.5673871954282124
1702811792.9205766,1700.0,3800.0,1815,5100,250,0.0,0.00039635354736424893,76.5,500,1933.7737267153504,76.5,10502.0,1100.0,24.0,2,5046,"[805.0343181693731, 1702811791.22]","[28.262765170608464, 1702811791.22]","[70.00764342241452, 1702811791.22]","[409.53195227839257, 1702811791.22]","[35.915592899783356, 1702811791.22]","[803.9535107217793, 1702811791.22]","[73.69602957688522, 1702811791.22]","[338.77278226175594, 1702811791.22]","[931.5767193041632, 1702811791.22]","[257.7137341978558, 1702811791.22]","[64.54710766805502, 1702811791.22]","[564.5261704767471, 1702811791.22]",,,,,,,,,,1,,,,1,1,2,12,26,3,5,6,11,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,3,3,2,4,2,6,4,11,4,5,3,11,6,156.86554479599,2.6144257465998333
1702811795.335735,1800.0,3900.0,2032,5100,250,0.0,0.00037929072634174094,74.0,500,1935.574275250314,74.0,10502.0,1200.0,24.0,2,5273,"[811.8544419425062, 1702811793.545]","[27.6284725945539, 1702811793.545]","[66.58006136563606, 1702811793.545]","[558.4905860276783, 1702811793.545]","[40.25164106869501, 1702811793.545]","[732.119737542755, 1702811793.545]","[80.92342572268375, 1702811793.545]","[342.01847498953356, 1702811793.545]","[955.6650353908213, 1702811793.545]","[249.03165077976763, 1702811793.545]","[64.54710766805502, 1702811793.545]","[513.7634090462747, 1702811793.545]",,,,,,,,,,1,,,,1,1,2,12,26,3,5,6,11,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,3,3,2,4,2,6,4,11,4,5,3,11,6,159.28070330619812,2.6546783884366354
1702811796.9642806,1900.0,3900.0,2066,5100,440,0.0,0.0003654302941713868,72.6,500,1923.958863631611,72.6,10502.0,1200.0,24.0,2,5473,"[811.8544419425062, 1702811795.846]","[27.6284725945539, 1702811795.846]","[66.58006136563606, 1702811795.846]","[558.4905860276783, 1702811795.846]","[40.25164106869501, 1702811795.846]","[732.119737542755, 1702811795.846]","[80.92342572268375, 1702811795.846]","[342.01847498953356, 1702811795.846]","[955.6650353908213, 1702811795.846]","[249.03165077976763, 1702811795.846]","[64.54710766805502, 1702811795.846]","[513.7634090462747, 1702811795.846]",,,,,,,,,,1,,,,1,1,2,12,26,3,5,6,11,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,3,3,2,4,2,6,4,11,4,5,3,11,6,160.90924882888794,2.681820813814799
1702811798.1497407,1900.0,3900.0,2066,5100,440,0.0,0.0003654302941713868,72.6,500,1923.958863631611,72.6,10502.0,1200.0,24.0,2,5473,"[811.8544419425062, 1702811797.636]","[27.6284725945539, 1702811797.636]","[66.58006136563606, 1702811797.636]","[558.4905860276783, 1702811797.636]","[40.25164106869501, 1702811797.636]","[732.119737542755, 1702811797.636]","[80.92342572268375, 1702811797.636]","[342.01847498953356, 1702811797.636]","[955.6650353908213, 1702811797.636]","[249.03165077976763, 1702811797.636]","[64.54710766805502, 1702811797.636]","[513.7634090462747, 1702811797.636]",,,,,,,,,,1,,,,1,1,2,12,26,3,5,6,11,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,3,3,2,4,2,6,5,11,4,5,3,11,6,162.09470891952515,2.701578481992086
1702811803.1083593,1500.0,3500.0,1668,5000,150,0.0,0.0003429943405933802,83.8,500,1878.4131054933875,83.8,10502.0,1200.0,24.0,2,5831,"[811.8544419425062, 1702811800.147]","[27.6284725945539, 1702811800.147]","[66.58006136563606, 1702811800.147]","[558.4905860276783, 1702811800.147]","[40.25164106869501, 1702811800.147]","[732.119737542755, 1702811800.147]","[80.92342572268375, 1702811800.147]","[342.01847498953356, 1702811800.147]","[955.6650353908213, 1702811800.147]","[249.03165077976763, 1702811800.147]","[64.54710766805502, 1702811800.147]","[513.7634090462747, 1702811800.147]",,,,,,,,,,1,,,,1,1,2,12,26,3,5,6,11,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,3,3,2,4,2,6,5,11,4,5,3,11,6,167.0533275604248,2.78422212600708
1702811806.524342,1100.0,2400.0,1223,4800,150,0.0,0.0003264240248082259,86.6,500,1838.5469552900022,86.6,10502.0,1100.0,24.0,2,6127,"[898.3314782189644, 1702811803.479]","[28.85343742886127, 1702811803.479]","[61.41721870348614, 1702811803.479]","[794.5644741916202, 1702811803.479]","[39.54491508268991, 1702811803.479]","[662.2416284207397, 1702811803.479]","[78.18670615260466, 1702811803.479]","[360.5264516046831, 1702811803.479]","[1016.5208376422568, 1702811803.479]","[261.10623200095796, 1702811803.479]","[72.32610902684887, 1702811803.479]","[386.4897343481967, 1702811803.479]",,,,,,,,,,1,,,,1,1,2,12,26,3,5,6,11,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,3,3,2,4,2,6,4,11,4,5,3,11,6,170.4693102836609,2.841155171394348
1702811813.0272033,1000.0,2400.0,1203,3400,150,0.0,0.00031323414252153485,82.5,500,1820.0661944420171,82.5,10502.0,1100.0,24.0,2,6385,"[898.3314782189644, 1702811807.44]","[28.85343742886127, 1702811807.44]","[61.41721870348614, 1702811807.44]","[794.5644741916202, 1702811807.44]","[39.54491508268991, 1702811807.44]","[662.2416284207397, 1702811807.44]","[78.18670615260466, 1702811807.44]","[360.5264516046831, 1702811807.44]","[1016.5208376422568, 1702811807.44]","[261.10623200095796, 1702811807.44]","[72.32610902684887, 1702811807.44]","[386.4897343481967, 1702811807.44]",,,,,,,,,,1,,,,1,1,2,12,26,3,5,6,11,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,16,4,21,4,8,3,14,6,176.9721715450287,2.9495361924171446
1702811814.2363954,1700.0,3600.0,1872,5800,260,0.0,0.0002927400468384075,68.5,531,1838.1334998638536,68.5,10502.0,1200.0,24.0,2,6832,"[903.7183051152269, 1702811813.347]","[28.87987030766914, 1702811813.347]","[67.39911708865215, 1702811813.347]","[704.6589670640799, 1702811813.347]","[46.871537244749476, 1702811813.347]","[630.6048981630067, 1702811813.347]","[70.6673624492512, 1702811813.347]","[364.75712081395926, 1702811813.347]","[1017.2656001042153, 1702811813.347]","[254.68942555548173, 1702811813.347]","[74.88819742119499, 1702811813.347]","[374.4926522213265, 1702811813.347]",,,,,,,,,,1,,,,1,1,2,12,26,3,5,6,11,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,16,4,21,4,8,3,14,6,178.18136358261108,2.969689393043518
1702811816.98918,1700.0,4500.0,2106,7500,260,0.0,0.0002835672763363108,69.2,543,1852.9672135215799,69.2,10502.0,1300.0,24.0,2,7053,"[903.7183051152269, 1702811815.842]","[28.87987030766914, 1702811815.842]","[67.39911708865215, 1702811815.842]","[704.6589670640799, 1702811815.842]","[46.871537244749476, 1702811815.842]","[630.6048981630067, 1702811815.842]","[70.6673624492512, 1702811815.842]","[364.75712081395926, 1702811815.842]","[1017.2656001042153, 1702811815.842]","[254.68942555548173, 1702811815.842]","[74.88819742119499, 1702811815.842]","[374.4926522213265, 1702811815.842]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,16,21,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,16,4,21,4,8,3,14,6,180.934148311615,3.0155691385269163
1702811818.5473578,1800.0,4900.0,2210,7500,650,0.0,0.00027693159789531985,77.7,555,1863.3691098549714,77.7,10502.0,1300.0,24.0,2,7222,"[903.7183051152269, 1702811817.979]","[28.87987030766914, 1702811817.979]","[67.39911708865215, 1702811817.979]","[704.6589670640799, 1702811817.979]","[46.871537244749476, 1702811817.979]","[630.6048981630067, 1702811817.979]","[70.6673624492512, 1702811817.979]","[364.75712081395926, 1702811817.979]","[1017.2656001042153, 1702811817.979]","[254.68942555548173, 1702811817.979]","[74.88819742119499, 1702811817.979]","[374.4926522213265, 1702811817.979]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,16,21,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,16,4,21,4,8,3,14,6,182.49232602119446,3.0415387670199077
1702811827.1293414,1900.0,5400.0,2443,8000,650,0.0,0.0002720348204570185,79.9,562,1889.587480138819,79.9,10502.0,1300.0,24.0,2,7352,"[903.7183051152269, 1702811821.339]","[28.87987030766914, 1702811821.339]","[67.39911708865215, 1702811821.339]","[704.6589670640799, 1702811821.339]","[46.871537244749476, 1702811821.339]","[630.6048981630067, 1702811821.339]","[70.6673624492512, 1702811821.339]","[364.75712081395926, 1702811821.339]","[1017.2656001042153, 1702811821.339]","[254.68942555548173, 1702811821.339]","[74.88819742119499, 1702811821.339]","[374.4926522213265, 1702811821.339]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,16,21,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,16,4,21,4,8,3,14,6,191.07430958747864,3.184571826457977
1702811829.9611294,3300.0,6800.0,3511,10000,1100,0.0,0.0002520478890989288,68.5,599,2006.6619271334507,68.5,10502.0,1500.0,24.0,2,7935,"[903.7183051152269, 1702811828.318]","[26.653598654870272, 1702811828.318]","[58.519629146703195, 1702811828.318]","[670.264338602445, 1702811828.318]","[38.67494123542024, 1702811828.318]","[609.5885740133392, 1702811828.318]","[70.72928705034954, 1702811828.318]","[337.60688328192373, 1702811828.318]","[972.2499328742753, 1702811828.318]","[261.7298054759552, 1702811828.318]","[70.73132343486898, 1702811828.318]","[318.70506201920887, 1702811828.318]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,16,21,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,16,4,21,4,8,3,14,6,193.90609765052795,3.231768294175466
1702811833.704772,3100.0,7200.0,3304,11000,1100,0.0,0.0002449179524859172,68.2,613,2031.6355128427247,68.2,11026.0,1500.0,24.0,2,8166,"[903.7183051152269, 1702811832.1]","[26.653598654870272, 1702811832.1]","[58.519629146703195, 1702811832.1]","[670.264338602445, 1702811832.1]","[38.67494123542024, 1702811832.1]","[609.5885740133392, 1702811832.1]","[70.72928705034954, 1702811832.1]","[337.60688328192373, 1702811832.1]","[972.2499328742753, 1702811832.1]","[261.7298054759552, 1702811832.1]","[70.73132343486898, 1702811832.1]","[318.70506201920887, 1702811832.1]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,16,21,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,16,4,21,4,8,3,14,6,197.6497402191162,3.2941623369852704
1702811835.3023677,2400.0,6900.0,2926,11000,1100,0.0,0.0002353494939985879,86.5,637,2059.816484460037,86.5,11026.0,1600.0,24.0,2,8498,"[914.7877594445604, 1702811834.903]","[26.706177460422648, 1702811834.903]","[58.519629146703195, 1702811834.903]","[669.3952617093764, 1702811834.903]","[38.445970535866834, 1702811834.903]","[587.0121364217354, 1702811834.903]","[81.50193862686548, 1702811834.903]","[360.46623689589825, 1702811834.903]","[961.8534269846211, 1702811834.903]","[272.909315415923, 1702811834.903]","[69.207881483375, 1702811834.903]","[398.17556161036106, 1702811834.903]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,16,21,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,16,4,21,4,8,3,14,6,199.24733591079712,3.320788931846619
1702811836.954669,2400.0,6900.0,2926,11000,1100,0.0,0.0002353494939985879,86.5,637,2059.816484460037,86.5,11026.0,1600.0,24.0,2,8498,"[914.7877594445604, 1702811836.253]","[26.706177460422648, 1702811836.253]","[58.519629146703195, 1702811836.253]","[669.3952617093764, 1702811836.253]","[38.445970535866834, 1702811836.253]","[587.0121364217354, 1702811836.253]","[81.50193862686548, 1702811836.253]","[360.46623689589825, 1702811836.253]","[961.8534269846211, 1702811836.253]","[272.909315415923, 1702811836.253]","[69.207881483375, 1702811836.253]","[398.17556161036106, 1702811836.253]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,16,21,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,16,4,21,4,8,3,14,6,200.89963722229004,3.3483272870381673
1702811847.9574306,2600.0,6500.0,3050,11000,1200,0.0,0.00022578460149017836,89.0,655,2115.53573443659,89.0,11026.0,1600.0,24.0,2,8858,"[914.7877594445604, 1702811838.979]","[26.706177460422648, 1702811838.979]","[58.519629146703195, 1702811838.979]","[669.3952617093764, 1702811838.979]","[38.445970535866834, 1702811838.979]","[587.0121364217354, 1702811838.979]","[81.50193862686548, 1702811838.979]","[360.46623689589825, 1702811838.979]","[961.8534269846211, 1702811838.979]","[272.909315415923, 1702811838.979]","[69.207881483375, 1702811838.979]","[398.17556161036106, 1702811838.979]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,16,21,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,12,4,20,4,8,3,12,6,211.90239882469177,3.531706647078196
