time,current_response_time_percentile_50,current_response_time_percentile_95,current_response_time_average,current_max_response_time,current_min_response_time,current_fail_per_sec,fail_ratio,total_rps,user_count,avg_response_time,current_rps,max_response_time,median_response_time,min_response_time,num_failures,num_requests,custom_cpu_loadgenerator,custom_cpu_redis-cart,custom_cpu_checkoutservice,custom_cpu_recommendationservice,custom_cpu_paymentservice,custom_cpu_currencyservice,custom_cpu_emailservice,custom_cpu_productcatalogservice,custom_cpu_frontend,custom_cpu_cartservice,custom_cpu_shippingservice,custom_cpu_adservice,custom_cpu_coredns,custom_cpu_metrics-server,custom_cpu_local-path-provisioner,custom_cpu_prometheus-kube-prometheus-operator,custom_cpu_prometheus-kube-state-metrics,custom_cpu_prometheus-grafana,custom_monitored_count_coredns,custom_monitored_count_metrics-server,custom_monitored_count_local-path-provisioner,custom_monitored_count_loadgenerator,custom_monitored_count_prometheus-kube-prometheus-operator,custom_monitored_count_prometheus-kube-state-metrics,custom_monitored_count_prometheus-grafana,custom_monitored_count_redis-cart,custom_monitored_count_checkoutservice,custom_monitored_count_shippingservice,custom_monitored_count_cartservice,custom_monitored_count_adservice,custom_monitored_count_paymentservice,custom_monitored_count_emailservice,custom_monitored_count_recommendationservice,custom_monitored_count_frontend,custom_monitored_count_productcatalogservice,custom_monitored_count_currencyservice,custom_kubernetes_coredns_ordered,custom_kubernetes_coredns_ready,custom_kubernetes_metrics-server_ordered,custom_kubernetes_metrics-server_ready,custom_kubernetes_local-path-provisioner_ordered,custom_kubernetes_local-path-provisioner_ready,custom_kubernetes_loadgenerator_ordered,custom_kubernetes_loadgenerator_ready,custom_kubernetes_prometheus-kube-prometheus-operator_ordered,custom_kubernetes_prometheus-kube-prometheus-operator_ready,custom_kubernetes_prometheus-kube-state-metrics_ordered,custom_kubernetes_prometheus-kube-state-metrics_ready,custom_kubernetes_prometheus-grafana_ordered,custom_kubernetes_prometheus-grafana_ready,custom_kubernetes_redis-cart_ordered,custom_kubernetes_redis-cart_ready,custom_kubernetes_checkoutservice_ordered,custom_kubernetes_checkoutservice_ready,custom_kubernetes_shippingservice_ordered,custom_kubernetes_shippingservice_ready,custom_kubernetes_cartservice_ordered,custom_kubernetes_cartservice_ready,custom_kubernetes_adservice_ordered,custom_kubernetes_adservice_ready,custom_kubernetes_paymentservice_ordered,custom_kubernetes_paymentservice_ready,custom_kubernetes_emailservice_ordered,custom_kubernetes_emailservice_ready,custom_kubernetes_recommendationservice_ordered,custom_kubernetes_recommendationservice_ready,custom_kubernetes_frontend_ordered,custom_kubernetes_frontend_ready,custom_kubernetes_productcatalogservice_ordered,custom_kubernetes_productcatalogservice_ready,custom_kubernetes_currencyservice_ordered,custom_kubernetes_currencyservice_ready,elapsed,elapsed_min
1702811678.5466921,210.0,1100.0,390,1400,28,0.0,0.0028368794326241137,12.2,50,651.837561076469,12.2,4002.0,350.0,28.0,2,705,"[163.71423417123933, 1702811677.806]","[12.51196840829274, 1702811677.806]","[32.01716488774395, 1702811677.806]","[376.4427489295319, 1702811677.806]","[162.9809349205209, 1702811677.806]","[199.88483303098255, 1702811677.806]","[165.7962000466054, 1702811677.806]","[97.68573322348416, 1702811677.806]","[221.6195411975139, 1702811677.806]","[324.73504628372854, 1702811677.806]","[31.623383151770046, 1702811677.806]","[319.89694876404485, 1702811677.806]",,,,,,,,,,1,,,,1,1,1,11,25,2,3,3,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,3,2,4,3,3,1,6,4,42.491660356521606,0.7081943392753601
1702811687.7984881,150.0,1100.0,330,1400,28,0.0,0.002751031636863824,11.5,50,636.2444022447005,11.5,4002.0,340.0,28.0,2,727,"[163.71423417123933, 1702811679.953]","[12.51196840829274, 1702811679.953]","[32.01716488774395, 1702811679.953]","[376.4427489295319, 1702811679.953]","[162.9809349205209, 1702811679.953]","[199.88483303098255, 1702811679.953]","[165.7962000466054, 1702811679.953]","[97.68573322348416, 1702811679.953]","[221.6195411975139, 1702811679.953]","[324.73504628372854, 1702811679.953]","[31.623383151770046, 1702811679.953]","[319.89694876404485, 1702811679.953]",,,,,,,,,,1,,,,1,1,1,11,25,2,3,3,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,3,2,4,3,3,3,6,6,51.74345636367798,0.862390939394633
1702811688.7053537,130.0,320.0,147,440,37,0.0,0.0024630541871921183,10.6,50,585.1653480612423,10.6,4002.0,290.0,28.0,2,812,"[165.59329694667179, 1702811687.984]","[11.082757487300203, 1702811687.984]","[16.304255550249664, 1702811687.984]","[107.85603237144781, 1702811687.984]","[96.02985761322743, 1702811687.984]","[318.1487976320561, 1702811687.984]","[167.84029068498998, 1702811687.984]","[104.30997388042931, 1702811687.984]","[192.6066157997823, 1702811687.984]","[219.76519439902447, 1702811687.984]","[29.743408760373104, 1702811687.984]","[607.8387599715484, 1702811687.984]",,,,,,,,,,1,,,,1,1,1,11,25,2,3,3,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,3,3,4,3,3,3,6,6,52.65032196044922,0.877505366007487
1702811690.5286686,130.0,320.0,147,440,37,0.0,0.0024630541871921183,10.6,50,585.1653480612423,10.6,4002.0,290.0,28.0,2,812,"[165.59329694667179, 1702811690.034]","[11.082757487300203, 1702811690.034]","[16.304255550249664, 1702811690.034]","[107.85603237144781, 1702811690.034]","[96.02985761322743, 1702811690.034]","[318.1487976320561, 1702811690.034]","[167.84029068498998, 1702811690.034]","[104.30997388042931, 1702811690.034]","[192.6066157997823, 1702811690.034]","[219.76519439902447, 1702811690.034]","[29.743408760373104, 1702811690.034]","[607.8387599715484, 1702811690.034]",,,,,,,,,,1,,,,1,1,1,11,25,2,3,3,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,3,3,4,4,3,3,6,6,54.473636865615845,0.9078939477602641
1702811692.8103945,550.0,2600.0,873,2800,44,0.0,0.0020964360587002098,9.7,100,670.2817491473461,9.7,4002.0,360.0,28.0,2,954,"[146.24800709964836, 1702811691.917]","[11.082757487300203, 1702811691.917]","[16.304255550249664, 1702811691.917]","[116.45146672885748, 1702811691.917]","[34.60096092187663, 1702811691.917]","[318.91471031030443, 1702811691.917]","[80.1596431209533, 1702811691.917]","[104.30997388042931, 1702811691.917]","[206.14112599942075, 1702811691.917]","[219.76519439902447, 1702811691.917]","[23.490151038905395, 1702811691.917]","[496.2230734004658, 1702811691.917]",,,,,,,,,,1,,,,1,1,1,11,25,2,3,3,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,3,3,4,4,3,3,6,6,56.75536274909973,0.9459227124849955
1702811694.363719,580.0,2600.0,850,2800,44,0.0,0.002012072434607646,17.3,100,661.9403582621495,17.3,4002.0,360.0,28.0,2,994,"[146.24800709964836, 1702811694.015]","[10.812978331460512, 1702811694.015]","[16.304255550249664, 1702811694.015]","[122.37731744608948, 1702811694.015]","[28.351376553024586, 1702811694.015]","[273.86670279700274, 1702811694.015]","[80.1596431209533, 1702811694.015]","[94.21797028949747, 1702811694.015]","[198.557534389103, 1702811694.015]","[266.61048953641, 1702811694.015]","[23.490151038905395, 1702811694.015]","[496.2230734004658, 1702811694.015]",,,,,,,,,,1,,,,1,1,1,11,25,2,3,3,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,3,3,4,4,3,3,6,6,58.30868721008301,0.9718114535013834
1702811696.4242704,580.0,2600.0,850,2800,44,0.0,0.002012072434607646,17.3,100,661.9403582621495,17.3,4002.0,360.0,28.0,2,994,"[146.24800709964836, 1702811695.913]","[10.812978331460512, 1702811695.913]","[16.304255550249664, 1702811695.913]","[122.37731744608948, 1702811695.913]","[28.351376553024586, 1702811695.913]","[273.86670279700274, 1702811695.913]","[80.1596431209533, 1702811695.913]","[94.21797028949747, 1702811695.913]","[198.557534389103, 1702811695.913]","[266.61048953641, 1702811695.913]","[23.490151038905395, 1702811695.913]","[496.2230734004658, 1702811695.913]",,,,,,,,,,1,,,,1,1,1,11,25,2,3,3,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,3,3,4,4,3,3,6,6,60.36923861503601,1.006153976917267
1702811698.3857915,530.0,2600.0,794,2800,31,0.0,0.0018867924528301887,22.7,100,633.2286366503707,22.7,4002.0,340.0,28.0,2,1060,"[146.24800709964836, 1702811697.923]","[10.812978331460512, 1702811697.923]","[16.304255550249664, 1702811697.923]","[122.37731744608948, 1702811697.923]","[28.351376553024586, 1702811697.923]","[273.86670279700274, 1702811697.923]","[80.1596431209533, 1702811697.923]","[94.21797028949747, 1702811697.923]","[198.557534389103, 1702811697.923]","[266.61048953641, 1702811697.923]","[23.490151038905395, 1702811697.923]","[496.2230734004658, 1702811697.923]",,,,,,,,,,1,,,,1,1,1,11,25,2,3,3,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,3,3,4,4,3,3,6,6,62.33075976371765,1.038845996061961
1702811700.656676,460.0,2600.0,744,2800,31,0.0,0.0018450184501845018,24.1,100,628.7562538934062,24.1,4002.0,340.0,28.0,2,1084,"[146.24800709964836, 1702811699.916]","[10.812978331460512, 1702811699.916]","[16.304255550249664, 1702811699.916]","[274.1232016219562, 1702811699.916]","[28.351376553024586, 1702811699.916]","[273.86670279700274, 1702811699.916]","[80.1596431209533, 1702811699.916]","[94.21797028949747, 1702811699.916]","[198.557534389103, 1702811699.916]","[266.61048953641, 1702811699.916]","[23.490151038905395, 1702811699.916]","[496.2230734004658, 1702811699.916]",,,,,,,,,,1,,,,1,1,1,11,25,2,3,3,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,3,3,4,4,3,3,6,6,64.60164427757263,1.0766940712928772
1702811702.5871599,460.0,2600.0,744,2800,31,0.0,0.0018450184501845018,24.1,100,628.7562538934062,24.1,4002.0,340.0,28.0,2,1084,"[156.23868540217845, 1702811701.961]","[13.171707650681624, 1702811701.961]","[25.903726897076158, 1702811701.961]","[273.8045409129938, 1702811701.961]","[25.0624342037172, 1702811701.961]","[495.42485839262724, 1702811701.961]","[52.55750083896613, 1702811701.961]","[118.87547199582185, 1702811701.961]","[328.3918914643146, 1702811701.961]","[265.4876621928568, 1702811701.961]","[25.09737583788764, 1702811701.961]","[261.90297017668905, 1702811701.961]",,,,,,,,,,1,,,,1,1,1,11,25,2,3,3,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,3,3,4,4,3,3,6,6,66.53212809562683,1.1088688015937804
1702811705.7258248,260.0,1300.0,392,1700,31,0.0,0.0017006802721088435,19.6,100,619.9142670853677,19.6,4002.0,350.0,28.0,2,1176,"[156.23868540217845, 1702811704.362]","[13.171707650681624, 1702811704.362]","[25.903726897076158, 1702811704.362]","[273.8045409129938, 1702811704.362]","[25.0624342037172, 1702811704.362]","[495.42485839262724, 1702811704.362]","[52.55750083896613, 1702811704.362]","[118.87547199582185, 1702811704.362]","[328.3918914643146, 1702811704.362]","[265.4876621928568, 1702811704.362]","[25.09737583788764, 1702811704.362]","[261.90297017668905, 1702811704.362]",,,,,,,,,,1,,,,1,1,1,12,28,2,3,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,2,2,2,2,6,3,4,4,3,3,6,6,69.67079305648804,1.1611798842748007
1702811706.5517905,260.0,1300.0,392,1700,31,0.0,0.0017006802721088435,19.6,100,619.9142670853677,19.6,4002.0,350.0,28.0,2,1176,"[156.23868540217845, 1702811705.916]","[13.171707650681624, 1702811705.916]","[25.903726897076158, 1702811705.916]","[273.8045409129938, 1702811705.916]","[25.0624342037172, 1702811705.916]","[495.42485839262724, 1702811705.916]","[52.55750083896613, 1702811705.916]","[118.87547199582185, 1702811705.916]","[328.3918914643146, 1702811705.916]","[265.4876621928568, 1702811705.916]","[25.09737583788764, 1702811705.916]","[261.90297017668905, 1702811705.916]",,,,,,,,,,1,,,,1,1,1,12,28,2,3,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,3,2,4,2,6,3,4,4,3,3,6,6,70.49675869941711,1.1749459783236185
1702811709.4347498,280.0,1300.0,395,1700,40,0.0,0.0015961691939345571,18.3,100,595.8689061823497,18.3,4002.0,330.0,28.0,2,1253,"[156.23868540217845, 1702811708.149]","[13.171707650681624, 1702811708.149]","[25.903726897076158, 1702811708.149]","[273.8045409129938, 1702811708.149]","[25.0624342037172, 1702811708.149]","[495.42485839262724, 1702811708.149]","[52.55750083896613, 1702811708.149]","[118.87547199582185, 1702811708.149]","[328.3918914643146, 1702811708.149]","[265.4876621928568, 1702811708.149]","[25.09737583788764, 1702811708.149]","[261.90297017668905, 1702811708.149]",,,,,,,,,,1,,,,1,1,1,12,28,2,3,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,3,2,4,2,6,3,4,4,3,3,6,6,73.37971806526184,1.2229953010876973
1702811713.6027799,280.0,1300.0,395,1700,40,0.0,0.0015961691939345571,18.3,100,595.8689061823497,18.3,4002.0,330.0,28.0,2,1253,"[156.23868540217845, 1702811710.491]","[13.171707650681624, 1702811710.491]","[25.903726897076158, 1702811710.491]","[273.8045409129938, 1702811710.491]","[25.0624342037172, 1702811710.491]","[495.42485839262724, 1702811710.491]","[52.55750083896613, 1702811710.491]","[118.87547199582185, 1702811710.491]","[328.3918914643146, 1702811710.491]","[265.4876621928568, 1702811710.491]","[25.09737583788764, 1702811710.491]","[261.90297017668905, 1702811710.491]",,,,,,,,,,1,,,,1,1,1,12,28,2,3,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,3,2,4,2,6,3,4,4,3,3,6,6,77.54774808883667,1.2924624681472778
1702811714.7147312,280.0,630.0,293,1000,65,0.0,0.0014503263234227702,20.6,100,571.7347358329207,20.6,4002.0,330.0,28.0,2,1379,"[325.6925211117219, 1702811713.693]","[13.171707650681624, 1702811713.693]","[23.932263367287977, 1702811713.693]","[347.35176726431916, 1702811713.693]","[25.0624342037172, 1702811713.693]","[522.7546519348138, 1702811713.693]","[65.17561333107687, 1702811713.693]","[118.87547199582185, 1702811713.693]","[352.15489678977974, 1702811713.693]","[292.37889325088304, 1702811713.693]","[50.614593515151086, 1702811713.693]","[351.7238879698281, 1702811713.693]",,,,,,,,,,1,,,,1,1,1,12,28,2,3,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,3,2,4,2,6,3,4,4,3,3,6,6,78.65969944000244,1.3109949906667073
1702811717.449462,280.0,630.0,293,1000,65,0.0,0.0014503263234227702,20.6,100,571.7347358329207,20.6,4002.0,330.0,28.0,2,1379,"[325.6925211117219, 1702811715.753]","[13.171707650681624, 1702811715.753]","[23.932263367287977, 1702811715.753]","[347.35176726431916, 1702811715.753]","[25.0624342037172, 1702811715.753]","[522.7546519348138, 1702811715.753]","[65.17561333107687, 1702811715.753]","[118.87547199582185, 1702811715.753]","[352.15489678977974, 1702811715.753]","[292.37889325088304, 1702811715.753]","[50.614593515151086, 1702811715.753]","[351.7238879698281, 1702811715.753]",,,,,,,,,,1,,,,1,1,1,12,28,3,5,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,3,2,4,2,6,3,4,4,3,3,6,6,81.39443016052246,1.3565738360087076
1702811721.912457,290.0,630.0,319,1000,65,0.0,0.0013633265167007499,21.6,100,555.1529969888841,21.6,4002.0,310.0,28.0,2,1467,"[325.6925211117219, 1702811717.697]","[13.171707650681624, 1702811717.697]","[23.932263367287977, 1702811717.697]","[347.35176726431916, 1702811717.697]","[25.0624342037172, 1702811717.697]","[522.7546519348138, 1702811717.697]","[65.17561333107687, 1702811717.697]","[118.87547199582185, 1702811717.697]","[352.15489678977974, 1702811717.697]","[292.37889325088304, 1702811717.697]","[50.614593515151086, 1702811717.697]","[351.7238879698281, 1702811717.697]",,,,,,,,,,1,,,,1,1,1,12,28,3,5,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,3,2,4,2,6,3,4,4,3,3,6,6,85.85742521286011,1.4309570868810018
1702811726.1385763,230.0,460.0,245,630,41,0.0,0.001287001287001287,22.1,100,535.4292435532259,22.1,4002.0,300.0,28.0,2,1554,"[325.6925211117219, 1702811723.284]","[13.171707650681624, 1702811723.284]","[23.932263367287977, 1702811723.284]","[347.35176726431916, 1702811723.284]","[25.0624342037172, 1702811723.284]","[522.7546519348138, 1702811723.284]","[65.17561333107687, 1702811723.284]","[118.87547199582185, 1702811723.284]","[352.15489678977974, 1702811723.284]","[292.37889325088304, 1702811723.284]","[50.614593515151086, 1702811723.284]","[351.7238879698281, 1702811723.284]",,,,,,,,,,1,,,,1,1,1,12,28,3,5,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,3,2,4,2,6,3,4,4,3,3,6,6,90.08354449272156,1.501392408212026
1702811726.7369728,160.0,390.0,177,470,27,0.0,0.001218769043266301,22.2,100,514.4479565014086,22.2,4002.0,280.0,27.0,2,1641,"[320.93419702440275, 1702811726.207]","[18.90907088528306, 1702811726.207]","[23.932263367287977, 1702811726.207]","[255.81923177751165, 1702811726.207]","[51.321490660351095, 1702811726.207]","[382.8330268461978, 1702811726.207]","[73.51095364598817, 1702811726.207]","[239.09939382074054, 1702811726.207]","[489.76415946344724, 1702811726.207]","[265.0602652598644, 1702811726.207]","[50.95720854718688, 1702811726.207]","[378.7105665556648, 1702811726.207]",,,,,,,,,,1,,,,1,1,1,12,28,3,5,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,3,2,4,2,6,3,4,4,3,3,6,6,90.68194103240967,1.5113656838734946
1702811728.4901671,160.0,390.0,177,470,27,0.0,0.001218769043266301,22.2,100,514.4479565014086,22.2,4002.0,280.0,27.0,2,1641,"[320.93419702440275, 1702811728.211]","[18.90907088528306, 1702811728.211]","[23.932263367287977, 1702811728.211]","[255.81923177751165, 1702811728.211]","[51.321490660351095, 1702811728.211]","[382.8330268461978, 1702811728.211]","[73.51095364598817, 1702811728.211]","[239.09939382074054, 1702811728.211]","[489.76415946344724, 1702811728.211]","[265.0602652598644, 1702811728.211]","[50.95720854718688, 1702811728.211]","[378.7105665556648, 1702811728.211]",,,,,,,,,,1,,,,1,1,1,12,28,3,5,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,3,2,4,2,6,3,4,4,3,3,6,6,92.43513536453247,1.5405855894088745
1702811731.1322734,120.0,250.0,124,400,24,0.0,0.0011682242990654205,20.9,100,497.2656446220201,20.9,4002.0,260.0,24.0,2,1712,"[320.93419702440275, 1702811730.216]","[18.90907088528306, 1702811730.216]","[23.932263367287977, 1702811730.216]","[255.81923177751165, 1702811730.216]","[51.321490660351095, 1702811730.216]","[382.8330268461978, 1702811730.216]","[73.51095364598817, 1702811730.216]","[239.09939382074054, 1702811730.216]","[489.76415946344724, 1702811730.216]","[265.0602652598644, 1702811730.216]","[50.95720854718688, 1702811730.216]","[378.7105665556648, 1702811730.216]",,,,,,,,,,1,,,,1,1,1,12,28,3,5,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,3,2,4,2,6,5,4,4,3,3,6,6,95.07724165916443,1.5846206943194072
1702811732.5054884,120.0,250.0,124,400,24,0.0,0.0011682242990654205,20.9,100,497.2656446220201,20.9,4002.0,260.0,24.0,2,1712,"[320.93419702440275, 1702811732.209]","[18.90907088528306, 1702811732.209]","[44.74273135261418, 1702811732.209]","[357.62262011925145, 1702811732.209]","[54.8766407619962, 1702811732.209]","[379.55280726105434, 1702811732.209]","[62.774375571873016, 1702811732.209]","[205.7802697949715, 1702811732.209]","[411.4265095565807, 1702811732.209]","[221.82017787698905, 1702811732.209]","[50.95720854718688, 1702811732.209]","[658.3904385882288, 1702811732.209]",,,,,,,,,,1,,,,1,1,1,12,28,3,5,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,3,2,4,2,6,5,4,4,3,3,6,6,96.4504566192627,1.6075076103210448
1702811734.6546977,79.0,230.0,100,320,24,0.0,0.0011092623405435386,20.0,100,477.5085997354772,20.0,4002.0,250.0,24.0,2,1803,"[320.93419702440275, 1702811734.231]","[18.90907088528306, 1702811734.231]","[44.74273135261418, 1702811734.231]","[357.62262011925145, 1702811734.231]","[54.8766407619962, 1702811734.231]","[379.55280726105434, 1702811734.231]","[62.774375571873016, 1702811734.231]","[205.7802697949715, 1702811734.231]","[411.4265095565807, 1702811734.231]","[221.82017787698905, 1702811734.231]","[50.95720854718688, 1702811734.231]","[658.3904385882288, 1702811734.231]",,,,,,,,,,1,,,,1,1,1,12,28,3,5,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,3,2,4,2,6,5,4,4,3,3,6,6,98.59966588020325,1.6433277646700541
1702811736.8913765,79.0,230.0,100,320,24,0.0,0.0011092623405435386,20.0,100,477.5085997354772,20.0,4002.0,250.0,24.0,2,1803,"[320.93419702440275, 1702811736.292]","[18.90907088528306, 1702811736.292]","[44.74273135261418, 1702811736.292]","[357.62262011925145, 1702811736.292]","[54.8766407619962, 1702811736.292]","[379.55280726105434, 1702811736.292]","[62.774375571873016, 1702811736.292]","[205.7802697949715, 1702811736.292]","[411.4265095565807, 1702811736.292]","[221.82017787698905, 1702811736.292]","[50.95720854718688, 1702811736.292]","[658.3904385882288, 1702811736.292]",,,,,,,,,,1,,,,1,1,1,12,28,3,5,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,2,3,2,4,2,6,5,4,4,3,3,6,6,100.8363447189331,1.6806057453155518
1702811739.5371668,110.0,320.0,137,410,24,0.0,0.0010482180293501049,21.2,100,460.65188802216045,21.2,4002.0,230.0,24.0,2,1908,"[320.93419702440275, 1702811738.674]","[18.90907088528306, 1702811738.674]","[44.74273135261418, 1702811738.674]","[357.62262011925145, 1702811738.674]","[54.8766407619962, 1702811738.674]","[379.55280726105434, 1702811738.674]","[62.774375571873016, 1702811738.674]","[205.7802697949715, 1702811738.674]","[411.4265095565807, 1702811738.674]","[221.82017787698905, 1702811738.674]","[50.95720854718688, 1702811738.674]","[658.3904385882288, 1702811738.674]",,,,,,,,,,1,,,,1,1,1,12,28,3,5,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,7,2,3,2,4,2,8,5,9,4,5,3,8,6,103.48213505744934,1.724702250957489
1702811740.69101,120.0,340.0,143,410,25,0.0,0.0010256410256410256,22.2,100,454.21779368530946,22.2,4002.0,230.0,24.0,2,1950,"[320.93419702440275, 1702811740.26]","[18.90907088528306, 1702811740.26]","[44.74273135261418, 1702811740.26]","[357.62262011925145, 1702811740.26]","[54.8766407619962, 1702811740.26]","[379.55280726105434, 1702811740.26]","[62.774375571873016, 1702811740.26]","[205.7802697949715, 1702811740.26]","[411.4265095565807, 1702811740.26]","[221.82017787698905, 1702811740.26]","[50.95720854718688, 1702811740.26]","[658.3904385882288, 1702811740.26]",,,,,,,,,,1,,,,1,1,1,12,28,3,5,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,7,2,3,2,4,2,8,5,9,4,5,3,8,6,104.63597822189331,1.7439329703648885
1702811742.530515,120.0,340.0,143,410,25,0.0,0.0010256410256410256,22.2,100,454.21779368530946,22.2,4002.0,230.0,24.0,2,1950,"[246.58204556104022, 1702811742.242]","[15.03385896873595, 1702811742.242]","[38.93205216658367, 1702811742.242]","[644.0089718591469, 1702811742.242]","[44.510600692815636, 1702811742.242]","[341.0830798273696, 1702811742.242]","[48.25136048175748, 1702811742.242]","[202.85633871890428, 1702811742.242]","[394.9886926715429, 1702811742.242]","[182.90392457363723, 1702811742.242]","[38.80014034078815, 1702811742.242]","[859.5793931288224, 1702811742.242]",,,,,,,,,,1,,,,1,1,1,12,28,3,5,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,7,2,3,2,4,2,8,5,9,4,5,3,8,6,106.47548317909241,1.7745913863182068
1702811744.6565971,130.0,370.0,163,570,26,0.0,0.0009828009828009828,23.6,100,441.086502356457,23.6,4002.0,220.0,24.0,2,2035,"[246.58204556104022, 1702811744.234]","[15.03385896873595, 1702811744.234]","[38.93205216658367, 1702811744.234]","[644.0089718591469, 1702811744.234]","[44.510600692815636, 1702811744.234]","[341.0830798273696, 1702811744.234]","[48.25136048175748, 1702811744.234]","[202.85633871890428, 1702811744.234]","[394.9886926715429, 1702811744.234]","[182.90392457363723, 1702811744.234]","[38.80014034078815, 1702811744.234]","[859.5793931288224, 1702811744.234]",,,,,,,,,,1,,,,1,1,1,12,28,3,5,6,4,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,7,2,3,2,4,2,8,5,9,4,5,3,8,6,108.60156536102295,1.8100260893503826
1702811747.0134366,130.0,390.0,170,570,26,0.0,0.0009694619486185168,23.2,100,437.86460760320557,23.2,4002.0,220.0,24.0,2,2063,"[246.58204556104022, 1702811746.405]","[15.03385896873595, 1702811746.405]","[38.93205216658367, 1702811746.405]","[644.0089718591469, 1702811746.405]","[44.510600692815636, 1702811746.405]","[341.0830798273696, 1702811746.405]","[48.25136048175748, 1702811746.405]","[202.85633871890428, 1702811746.405]","[394.9886926715429, 1702811746.405]","[182.90392457363723, 1702811746.405]","[38.80014034078815, 1702811746.405]","[859.5793931288224, 1702811746.405]",,,,,,,,,,1,,,,1,1,2,12,30,3,5,8,9,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,7,2,3,2,4,2,8,5,9,4,5,3,8,6,110.9584047794342,1.8493067463239035
1702811748.8532565,160.0,1900.0,409,2400,26,0.0,0.0009555661729574773,21.0,125,454.3073462725247,21.0,4002.0,230.0,24.0,2,2093,"[246.58204556104022, 1702811748.324]","[15.03385896873595, 1702811748.324]","[38.93205216658367, 1702811748.324]","[644.0089718591469, 1702811748.324]","[44.510600692815636, 1702811748.324]","[341.0830798273696, 1702811748.324]","[48.25136048175748, 1702811748.324]","[202.85633871890428, 1702811748.324]","[394.9886926715429, 1702811748.324]","[182.90392457363723, 1702811748.324]","[38.80014034078815, 1702811748.324]","[859.5793931288224, 1702811748.324]",,,,,,,,,,1,,,,1,1,2,12,30,3,5,8,9,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,7,2,3,2,4,2,8,5,9,4,5,3,8,6,112.7982246875763,1.879970411459605
